accession_id	country	accession_name	taxonomy	narrative	cultivar_class	improvement_status	region	1	2	3	4	5	6	7	8	9	10	grp	pos
PI_274336	Guatemala	NA	Cucurbita pepo	NA	NA	Uncertain improvement status	South/Latin America	1e-5	0.672942	1e-5	1e-5	0.192139	0.134849	1e-5	1e-5	1e-5	1e-5	6	159
PI_293791	Uzbekistan	1341	Cucurbita pepo	Tashkent bazaar, Uzbeck Republic.  Fruit small, round, harvested August.	NA	Landrace	Asia	1e-5	1e-5	0.026588	0.045702	0.020886	0.11012	0.02038	0.405331	0.090272	0.280702	4	566
PI_306126	Bulgaria	Jantra	Cucurbita pepo	NA	NA	Uncertain improvement status	Europe	1e-5	1e-5	1e-5	1e-5	0.984132	1e-5	0.009286	1e-5	0.006512	1e-5	3	201
PI_314806	Netherlands	566	Cucurbita pepo	Received as Cucurbita sp.; identified as C. mixta per QS37; and re-id to C.pepo 04/05/1999. Bush type.	NA	Uncertain improvement status	Europe	0.095289	0.008663	0.352962	0.028888	1e-5	0.142792	1e-5	0.308117	0.063257	1e-5	2	480
PI_368593	Macedonia	Izdolzena	Cucurbita pepo	NA	NA	Landrace	Europe	0.025233	0.012871	6.21e-4	1e-5	1e-5	0.003945	1e-5	0.826914	1e-5	0.130376	4	507
PI_368590	Macedonia	Elipsovidna	Cucurbita pepo	NA	NA	Landrace	Europe	0.034193	9.46e-4	0.025872	0.03608	0.170553	0.060265	0.003165	0.464536	0.106726	0.097664	4	552
PI_368592	Macedonia	Volovska	Cucurbita pepo	NA	NA	Landrace	Europe	0.013746	1e-5	0.023766	0.053719	0.03871	0.037411	0.016006	0.745589	0.033009	0.038034	4	511
PI_368594	Macedonia	Zolta	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.038553	1e-5	0.09004	0.07075	0.035814	0.549811	0.010499	0.204502	4	548
PI_368587	Macedonia	Stocna	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.002166	0.024256	0.042483	0.11115	1e-5	0.482164	0.054968	0.282783	4	565
PI_357960	Macedonia	Resenska	Cucurbita pepo	NA	NA	Landrace	Europe	0.045713	0.008124	0.003239	1e-5	0.598632	1e-5	1e-5	0.344242	1e-5	1e-5	3	272
PI_368608	Macedonia	Lokalna	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	4	487
PI_379309	Macedonia	Volovska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.010023	0.009771	0.015822	1e-5	0.05162	0.035898	0.728976	0.030302	0.117568	4	521
PI_368586	Macedonia	Zolta	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.015143	1e-5	1e-5	1e-5	0.015408	0.927323	0.042066	1e-5	4	499
PI_368600	Macedonia	Obicna	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.037506	1e-5	0.054646	0.036145	0.031832	0.44829	0.103631	0.287919	4	564
PI_368601	Macedonia	Stocna	Cucurbita pepo	NA	NA	Landrace	Europe	0.016789	0.005608	0.003072	0.019122	0.038822	0.111394	0.03878	0.536705	0.059506	0.170204	4	559
PI_368589	Macedonia	Okrugla	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.008561	0.063186	0.014691	0.07442	0.052359	1e-5	0.662088	0.029021	0.095654	4	538
PI_368591	Macedonia	Tikvica	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.027625	1e-5	1e-5	0.066289	0.075736	0.511604	0.070679	0.248026	4	545
PI_368607	Macedonia	Furazna	Cucurbita pepo	Vegetable Marrow.	NA	Landrace	Europe	1e-5	0.024397	0.044796	1e-5	0.080774	0.060961	0.003324	0.669734	1e-5	0.115984	4	539
PI_370465	Macedonia	Stocna	Cucurbita pepo	NA	NA	Landrace	Europe	0.026975	1e-5	0.019072	0.005955	0.074508	0.055677	0.005682	0.516623	1e-5	0.295487	4	550
PI_370466	Macedonia	Govedska	Cucurbita pepo	NA	NA	Landrace	Europe	0.036368	0.059303	1e-5	1e-5	0.056038	0.065164	0.033883	0.561359	0.079228	0.108637	4	555
PI_368595	Macedonia	Trkalezna	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.045175	1e-5	1e-5	0.097773	0.031872	0.527355	0.055902	0.241883	4	546
PI_379302	Macedonia	Prstesta	Cucurbita pepo	NA	NA	Wild material	Europe	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	423
PI_368599	Macedonia	Tikvica	Cucurbita pepo	NA	NA	Landrace	Europe	0.026622	0.019604	0.015498	1e-5	0.435418	0.00585	0.035934	0.383126	0.077928	1e-5	4	577
PI_368598	Macedonia	Zolto zelena	Cucurbita pepo	NA	NA	Landrace	Europe	0.023064	1e-5	0.02174	0.036715	0.056566	0.083565	0.030032	0.503327	0.081249	0.163733	4	558
PI_379324	Macedonia	Volovska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.024933	0.024425	0.067724	0.036306	0.067463	0.576401	0.062071	0.140657	4	557
PI_379310	Macedonia	Zeljanka	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.021469	1e-5	1e-5	1e-5	0.005038	0.814833	0.087491	0.07112	4	505
PI_379311	Macedonia	Golosemenka	Cucurbita pepo	Hull-less seed present.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.046314	1e-5	0.04772	0.863934	1e-5	0.041973	4	490
PI_368602	Macedonia	Pcenkarna stara	Cucurbita pepo	NA	NA	Landrace	Europe	0.034534	0.029339	0.013975	0.023397	1e-5	1e-5	1e-5	0.850582	0.048133	1e-5	4	488
PI_379313	Macedonia	Zelnikarka	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.024847	1e-5	0.094376	0.035754	1e-5	0.634864	0.025906	0.184213	4	543
PI_357935	Macedonia	Zoltokorka	Cucurbita pepo	NA	NA	Landrace	Europe	0.034465	0.024824	0.026873	1e-5	0.035448	1e-5	0.007692	0.870657	1e-5	1e-5	4	492
PI_379315	Macedonia	Tikvica	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.825419	1e-5	1e-5	0.174501	1e-5	1e-5	3	268
PI_379316	Macedonia	Tikvica	Cucurbita pepo	NA	NA	Landrace	Europe	0.001732	1e-5	1e-5	1e-5	0.812597	1e-5	8.64e-4	0.184748	1e-5	1e-5	3	267
PI_379317	Macedonia	Tikvica	Cucurbita pepo	Tikvica = squash, gourd.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.889796	1e-5	1e-5	0.104503	0.005632	1e-5	3	225
PI_379318	Macedonia	Svinska	Cucurbita pepo	NA	NA	Landrace	Europe	0.02816	1e-5	0.0229	1e-5	0.023379	0.041787	0.100094	0.478129	0.135187	0.170344	4	554
PI_379319	Macedonia	Golosemenka	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.033294	1e-5	1e-5	0.045488	0.095058	0.047588	0.525724	0.084254	0.168564	4	560
PI_379321	Macedonia	Biskarak	Cucurbita pepo	NA	NA	Landrace	Europe	0.053799	1e-5	0.042584	0.005056	0.0528	0.034802	0.081904	0.513868	1e-5	0.215167	4	551
PI_379308	Macedonia	Furazna	Cucurbita pepo	NA	NA	Landrace	Europe	0.034452000000000003	1e-5	0.040992	0.037499	0.09563	0.016892	0.041102	0.733403	1e-5	1e-5	4	516
PI_357929	Macedonia	Zelena	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.019033	0.069687	0.009799	0.012073	0.046581	0.657013	1e-5	0.185784	4	535
PI_357944	Macedonia	Sopska	Cucurbita pepo	NA	NA	Landrace	Europe	0.041479	1e-5	0.038895	0.024935	0.039201	0.021404	0.012713	0.638368	0.052647	0.130349	4	536
PI_357947	Macedonia	Zelnikarka	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.037718	1e-5	1e-5	0.02429	0.045127	0.597724	0.058145	0.236955	4	544
PI_379312	Macedonia	Volovska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.005391	1e-5	0.105209	0.046253	1e-5	0.61005	0.051166	0.181892	4	541
PI_357949	Macedonia	Bolta	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.019422	0.103317	0.434967	0.021782	0.005642	0.350164	0.032495	0.032189	4	575
PI_368604	Macedonia	Stocna	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.01497	1e-5	0.314415	1e-5	0.009381	0.653426	1e-5	0.007758	4	568
PI_368605	Macedonia	Tikvica bela	Cucurbita pepo	Vegetable Marrow.	NA	Landrace	Europe	0.022733	1e-5	0.038285	1e-5	0.201283	0.027528	0.042939	0.643157	0.024045	1e-5	4	570
PI_368606	Macedonia	Zeljanka	Cucurbita pepo	NA	NA	Landrace	Europe	0.034854	1.1e-5	0.020853	1e-5	0.060391	0.036573	0.061771	0.565772	0.046934	0.172831	4	556
PI_357954	Macedonia	Crna	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.00629	0.046159	1e-5	0.020651	0.020011	0.02007	0.884762	0.002027	1e-5	4	491
PI_357955	Macedonia	Bela sakaska	Cucurbita pepo	NA	NA	Landrace	Europe	0.132521	0.047768	1e-5	1e-5	0.298749	0.076766	1e-5	0.357782	0.07278	0.013604	4	573
PI_368609	Macedonia	Tikva svinjska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.030491	1e-5	0.013411	1e-5	0.013594	0.904188	0.038266	1e-5	4	498
PI_368610	Macedonia	Pcenkarka	Cucurbita pepo	NA	NA	Landrace	Europe	0.04332	1e-5	0.020961	1e-5	0.03807	0.010569	0.016047	0.864805	0.006199	1e-5	4	493
PI_379322	Macedonia	Gotvarska	Cucurbita pepo	NA	NA	Landrace	Europe	0.060381	0.008029	0.070111	0.008173	0.224706	0.031044	0.007169	0.354626	0.137286	0.098475	4	574
PI_379323	Macedonia	Stocna	Cucurbita pepo	NA	NA	Landrace	Europe	0.033112	1e-5	0.061123	1e-5	0.100246	1e-5	0.024023	0.646023	1e-5	0.135434	4	537
PI_368614	Macedonia	Golo semka	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.018867	1e-5	0.00568	0.043246	0.094063	0.063214	0.774832	6.8e-5	1e-5	4	517
PI_368615	Macedonia	Obicna tikva	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.006633	1e-5	1e-5	1e-5	0.027394	0.894797	0.010458	0.060668	4	497
PI_357948	Macedonia	Bucinka	Cucurbita pepo	NA	NA	Landrace	Europe	0.012887	1e-5	0.0141	1e-5	0.086117	0.053776	0.004818	0.652065	0.020595	0.155623	4	542
PI_357892	Macedonia	Cajcarinja	Cucurbita pepo	NA	NA	Landrace	Europe	0.052419	1e-5	0.065301	1e-5	1e-5	0.261461	0.053546	0.413124	0.074715	0.079404	4	531
PI_357893	Macedonia	Cincarka	Cucurbita pepo	NA	NA	Landrace	Europe	0.038835	1e-5	0.472023	1e-5	1e-5	0.076357	0.035113	0.345758	0.019015	0.012868	2	479
PI_357921	Macedonia	Bela gotvarska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	3.38e-4	1e-5	0.760609	1e-5	1e-5	0.238983	1e-5	1e-5	3	270
PI_357922	Macedonia	Bela negotinska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.859902	1e-5	0.015397	0.124631	1e-5	1e-5	3	226
PI_357923	Macedonia	Strumicka	Cucurbita pepo	NA	NA	Landrace	Europe	0.060449	0.010408	0.464602	1.86e-4	0.056536	0.05815	0.05268	0.214688	1e-5	0.082289	2	485
PI_357924	Macedonia	Radoviska sakaska	Cucurbita pepo	NA	NA	Landrace	Europe	0.042298	1e-5	0.019206	0.019441	0.592122	1e-5	0.017521	0.272127	0.011194	0.02607	3	275
PI_357925	Macedonia	Stipska sakaska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.004749	1e-5	0.021709	0.918204	1e-5	1e-5	0.04802	0.007268	1e-5	3	218
PI_357926	Macedonia	Mekokorka	Cucurbita pepo	NA	NA	Landrace	Europe	0.034231	1e-5	0.007921	0.03713	0.130299	0.066364	0.050116	0.386476	0.077946	0.209507	4	561
PI_357927	Macedonia	Zelenokorka	Cucurbita pepo	NA	NA	Landrace	Europe	0.029108	1e-5	0.039465	0.061938	0.075699	0.083544	0.041164	0.425899	1e-5	0.243163	4	562
PI_357928	Macedonia	Vojnicka	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.036605	0.059418	1e-5	0.021965	0.019571	0.642979	0.044851	0.174581	4	534
PI_357943	Macedonia	Slatkarka	Cucurbita pepo	NA	NA	Landrace	Europe	0.038314	1e-5	0.028192	1e-5	0.48891	1e-5	0.030057	0.409328	1e-5	0.005158	4	578
PI_357930	Macedonia	Prilepska	Cucurbita pepo	NA	NA	Landrace	Europe	0.018247	1e-5	1e-5	1e-5	0.007821	1e-5	0.047285	0.909501	0.017096	1e-5	4	501
PI_357931	Macedonia	Prilepska	Cucurbita pepo	"Bi-color gourds, solid and striped; ""spoon"" type - pyriform."	NA	Landrace	Europe	0.017972	1e-5	0.836814	0.015306	1e-5	0.015713	4.62e-4	0.112103	8.18e-4	7.91e-4	2	458
PI_357932	Macedonia	Sakaska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.001282	1e-5	0.746039	1e-5	1e-5	0.25261	1e-5	1e-5	3	271
PI_357933	Macedonia	Stocna	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.009436	1e-5	0.013627	1e-5	1e-5	0.932517	1e-5	0.04436	4	496
PI_357950	Macedonia	Bela	Cucurbita pepo	NA	NA	Landrace	Europe	0.010376	0.004709	0.006326	1e-5	0.619214	3.65e-4	0.042573	0.274859	0.041558	1e-5	3	276
PI_357936	Macedonia	Sarena	Cucurbita pepo	NA	NA	Landrace	Europe	0.017814	1e-5	1e-5	1e-5	1e-5	0.026903	0.031309	0.904335	0.019589	1e-5	4	502
PI_357937	Macedonia	Zolta	Cucurbita pepo	NA	NA	Landrace	Europe	0.009956	1e-5	0.016536	1e-5	1e-5	1e-5	0.00739	0.912653	0.053414	1e-5	4	500
PI_357938	Macedonia	Temnozelena	Cucurbita pepo	NA	NA	Landrace	Europe	0.042515	0.013168	1e-5	1e-5	0.017506	0.019884	1e-5	0.838247	1e-5	0.06864	4	506
PI_357939	Macedonia	Crna	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.034278	0.008731	0.054978	1e-5	0.007171	0.870326	0.024476	1e-5	4	494
PI_357940	Macedonia	Ohirdska	Cucurbita pepo	NA	NA	Landrace	Europe	0.014235	0.009708	0.013811	1e-5	0.07575	1e-5	1e-5	0.768712	0.0538	0.063954	4	512
PI_357941	Macedonia	Talijanska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.060255	0.019392	1e-5	0.574187	1e-5	0.016227	0.268928	0.052708	0.008273	3	274
PI_357942	Macedonia	Lazecka	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.049256	0.017064	1e-5	1e-5	1e-5	0.807645	1e-5	0.125975	4	508
PI_357961	Macedonia	Zelenikovska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.887489	1e-5	1e-5	0.112431	1e-5	1e-5	3	224
PI_357962	Macedonia	Novo-selska	Cucurbita pepo	NA	NA	Landrace	Europe	0.005602	1e-5	1e-5	0.018807	0.83041	1e-5	1e-5	0.122786	0.022346	1e-5	3	227
PI_357963	Macedonia	Volovarska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.008504	0.040021	0.04626	1e-5	0.77732	0.026364	0.101492	4	519
PI_357964	Macedonia	Volovska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.013727	1e-5	1e-5	0.177093	0.019864	0.004088	0.720775	0.019482	0.04494	4	571
PI_357965	Macedonia	Bukovska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.045988	0.002416	0.162015	1e-5	1e-5	0.685603	1e-5	0.103929	4	572
PI_357966	Macedonia	Zolta Dolga	Cucurbita pepo	NA	NA	Landrace	Europe	0.01442	1e-5	0.032816	0.027638	0.311773	0.012701	1e-5	0.571726	1e-5	0.028897	4	567
PI_357952	Macedonia	Kontamisi	Cucurbita pepo	Vegetable Marrow.	NA	Landrace	Europe	0.062194	0.041469	1e-5	1e-5	0.376499	0.037	0.004017	0.453648	0.025143	1e-5	4	576
PI_357953	Macedonia	Kunkulpete	Cucurbita pepo	NA	NA	Landrace	Europe	0.064782	0.01176	0.023224	0.003657	0.100045	0.019459	1e-5	0.742015	0.031664	0.003385	4	515
PI_357969	Macedonia	Bitolska	Cucurbita pepo	NA	NA	Landrace	Europe	0.014766	1e-5	0.016525	1e-5	0.765906	1e-5	0.023223	0.12893	0.05061	1e-5	3	325
PI_357970	Macedonia	Lazecka	Cucurbita pepo	NA	NA	Landrace	Europe	0.018643	1e-5	0.009486	1e-5	0.087828	0.012856	0.016135	0.764581	0.040411999999999997	0.05004	4	513
PI_357956	Macedonia	Koselska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.021944	0.01375	0.049559	0.015426	0.750577	0.056931	0.091783	4	520
PI_357957	Macedonia	Zelena	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1.6e-5	0.012576	0.063133	1e-5	1e-5	0.015557	0.806206	0.053467	0.049017	4	503
PI_357973	Macedonia	Mokrinska	Cucurbita pepo	NA	NA	Landrace	Europe	3.94e-4	0.004928	0.530233	1e-5	0.070275	0.031605	0.006881	0.184159	0.036901	0.134614	2	486
PI_357974	Macedonia	Dekorativna	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.887041	1e-5	0.021564	0.025805	0.00993	0.036843	0.009631	0.009156	2	468
PI_368597	Macedonia	Cilindricna	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.001845	0.021172	1e-5	0.035893	0.084247	0.003049	0.662063	1e-5	0.1917	4	540
PI_368612	Macedonia	Crna furazna	Cucurbita pepo	NA	NA	Landrace	Europe	0.002284	0.057906	0.057665	1e-5	0.064611	1e-5	0.06603	0.703056	0.048418	1e-5	4	514
PI_357968	Macedonia	Gotvarska	Cucurbita pepo	NA	NA	Landrace	Europe	0.009824	0.023233	0.00253	1e-5	0.755885	1e-5	0.015272	0.193216	1e-5	1e-5	3	269
PI_370463	Macedonia	Pcenkarka	Cucurbita pepo	NA	NA	Landrace	Europe	1.9e-5	1e-5	0.031564	0.041778	0.080056	0.061087	1e-5	0.576248	0.007394	0.201835	4	549
PI_368588	Macedonia	Zelena	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.022919	0.042304	0.081569	0.056281	1e-5	0.55016	0.065434	0.181303	4	547
PI_357967	Macedonia	Bela svinska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.002249	1e-5	0.342622	0.023435	1e-5	0.627778	0.003866	1e-5	4	569
PI_357972	Macedonia	Przalka	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.013324	1e-5	0.176207	0.037443	0.017112	0.483063	0.107244	0.165577	4	553
PI_370467	Macedonia	Badarska	Cucurbita pepo	NA	NA	Landrace	Europe	0.032279	1e-5	0.032123	1e-5	0.024159	0.018246	0.036149	0.731758	0.025834	0.099432	4	509
PI_370464	Macedonia	Klecovska	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.042512	0.026561	0.08385	0.035692	0.679354	0.036188	0.095814	4	518
PI_357971	Macedonia	Kukurecanska	Cucurbita pepo	NA	NA	Landrace	Europe	0.013835	0.02693	0.014678	1e-5	0.069335	1e-5	1e-5	0.875172	1e-5	1e-5	4	495
PI_368617	Macedonia	Ukrasna	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	428
PI_370462	Macedonia	Volovksa	Cucurbita pepo	Vegetable Marrow.	NA	Landrace	Europe	0.044635	0.020263	0.03035	1e-5	0.029685	1e-5	0.041108	0.69917	0.043531	0.091237	4	510
PI_368596	Macedonia	Zelena	Cucurbita pepo	NA	NA	Landrace	Europe	0.040373	1e-5	0.038964	1.4e-5	1e-5	0.024432	0.007046	0.500964	0.093444	0.294742	4	563
PI_368611	Macedonia	Golo semka	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.013089	1e-5	0.032911	1e-5	0.020417	0.834441	0.074566	0.024537	4	504
PI_368616	Macedonia	Tikva obicna	Cucurbita pepo	NA	NA	Landrace	Europe	0.021579	0.05803	0.055368	1e-5	1e-5	1e-5	1e-5	0.862795	0.002177	1e-5	4	489
PI_615155	Russia	Ames 24519	Cucurbita pepo	Good vigor; gives 2 or 3 fruits of 8 pounds each; seeds are green skinned, large; seed yield is not much above 1 cup per fruit.	NA	Cultivated material	Europe	0.112466	0.038498	1e-5	1e-5	0.01052	0.243415	1e-5	0.379036	0.130208	0.085827	4	524
PI_507886	Hungary	2701060	Cucurbita pepo	NA	NA	Landrace	Europe	0.128587	1e-5	1e-5	0.043777	0.049952	0.157008	0.03234	0.202176	0.272372	0.113769	1	687
PI_531318	Hungary	Szendehelyi	Cucurbita pepo	NA	NA	Landrace	Europe	0.056436	1e-5	0.036128	0.097921	9.27e-4	0.247873	0.05225	0.308567	0.115264	0.084624	1	681
PI_507882	Hungary	2701055	Cucurbita pepo	Received as Cucurbita maxima.	NA	Wild material	Europe	0.013788	1e-5	0.013102	0.06061	1e-5	0.212327	0.036906	0.451974	0.166938	0.044336	4	528
PI_507885	Hungary	2700777	Cucurbita pepo	NA	NA	Landrace	Europe	0.08743	1e-5	0.074194	0.105073	0.02879	0.327587	0.006	0.279416	0.033831	0.057669	1	680
PI_507888	Hungary	2701062	Cucurbita pepo	NA	NA	Landrace	Europe	0.035416	1e-5	1e-5	0.031354	1e-5	0.21198	0.024515	0.402505	0.181548	0.112652	4	526
PI_364241	Hungary	Hejatlan Magn	Cucurbita pepo	Naked seed.	NA	Uncertain improvement status	Europe	0.052439	0.064741	1e-5	1e-5	1e-5	0.192972	0.01845	0.467358	0.204001	1e-5	4	530
PI_507887	Hungary	2701061	Cucurbita pepo	NA	NA	Landrace	Europe	0.093931	0.028135	0.006228	0.049402	0.072369	0.203622	1e-5	0.273996	0.123408	0.148899	1	692
PI_482593	Zimbabwe	Nyakaruswanga	Cucurbita pepo	NA	NA	Cultivated material	Africa	0.068746	0.12048	0.008879	0.245301	0.039862	0.208129	0.04048	0.233831	1e-5	0.034282	1	675
PI_482592	Zimbabwe	Hokore	Cucurbita pepo	Sown November, harvested April. Fruits hard skinned and warty.	NA	Cultivated material	Africa	0.093366	0.151683	0.002778	0.198966	0.019159	0.216056	0.010483	0.10314	0.061827	0.142542	1	677
PI_482590	Zimbabwe	Madhasana	Cucurbita pepo	NA	NA	Cultivated material	Africa	0.03564	0.066501	0.018809	0.217237	0.031594	0.154642	0.018678	0.239607	0.081111	0.136181	1	674
PI_490277	Costa Rica	Zapallo	Cucurbita pepo	Maturity late. Plants viney. Fruit ribbed, striped, globe-shaped.	NA	Cultivated material	South/Latin America	1e-5	0.801126	1e-5	1e-5	1e-5	0.173813	0.024991	1e-5	1e-5	1e-5	6	161
PI_506441	Moldova	NA	Cucurbita pepo	Summer squash. Local type. Fruit broad, cylindrical, pale green. Received as Cucurbita moschata.	NA	Cultivated material	Europe	0.060709	0.062832	1e-5	1e-5	0.162418	0.104507	0.019087	0.225159	0.014305	0.350963	1	667
PI_615133	Austria	Gleisdorfer Olkurbis	Cucurbita pepo	Vine type, hull-less seeds.	NA	Cultivated material	Europe	0.046454	0.014975	1e-5	1.2e-5	0.00111	0.149903	1e-5	0.477569	0.142915	0.167042	4	532
PI_615141	Kazakhstan	Ames 19040	Cucurbita pepo	Fruit large.	NA	Uncertain improvement status	Asia	1e-5	1e-5	1e-5	0.01459	0.806197	0.065385	0.020197	0.075916	1e-5	0.017675	3	228
PI_615142	Kazakhstan	Ames 19041	Cucurbita pepo	Eating type.	NA	Uncertain improvement status	Asia	0.058368	0.014162	1e-5	0.056914	0.119137	0.183909	0.039172	0.21121	0.114632	0.202487	1	663
PI_615143	Kazakhstan	Ames 19042	Cucurbita pepo	Fruit pickled.	NA	Uncertain improvement status	Asia	1e-5	1e-5	0.849907	0.01464	0.016428	0.070047	1e-5	1.5e-5	0.048923	1e-5	2	469
PI_615154	Nepal	7000	Cucurbita pepo	NA	NA	Cultivated material	Asia	0.651374	1e-5	1e-5	0.008328	1e-5	0.110627	1e-5	1e-5	0.229611	1e-5	7	75
PI_511970	NA	Calabaza (Span.)  Imai (Tepehuan)	Cucurbita pepo	Calabaza (Spanish), Imai (Tepehuan), baci (Tarahomara).	NA	Landrace	NA	0.00871	0.907749	1e-5	0.08347	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	6	143
PI_511980	NA	Calabaza	Cucurbita pepo	Sown in May, harvested in October. Prepare sweets from flesh, toast or grind seeds.	NA	Landrace	NA	1e-5	0.986058	0.002854	0.011018	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	6	80
PI_540907	Unknown	127	Cucurbita pepo var. texana	Received from Northrup-King. Quantity of seeds, 327.	NA	Cultivated material	NA	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	421
PI_251791	Unknown	NA	Cucurbita pepo	Source unknown.	NA	Uncertain improvement status	NA	1e-5	1e-5	0.015309	1e-5	0.817371	1e-5	1e-5	0.16725	1e-5	1e-5	3	266
PI_511979	NA	Vavuli  Calabaza Serrana	Cucurbita pepo	Vavuli (Mt. Pima Indian), Calabaza Serrana (Spanish). Sown in May, harvested in October. Plants rainfed and fertilized. Cook mature flesh as sweets, toast or grind seeds for sauces.	NA	Landrace	NA	1e-5	0.936115	1e-5	0.03068	1e-5	1e-5	1e-5	1e-5	1e-5	0.033135	6	98
PI_420331	NA	Turkey	Cucurbita pepo	Seedcoat thin, white.	NA	Landrace	NA	1e-5	1e-5	0.020486999999999998	0.025978	0.083054	1e-5	0.037706	0.213206	0.031456	0.588083	1	627
PI_420328	NA	Turkey	Cucurbita pepo	Seedcoat thin, white.	NA	Landrace	NA	0.008159	1e-5	0.031465	0.003897	0.077192	1e-5	0.004522	0.193298	0.069758	0.61169	1	628
PI_420329	NA	Turkey	Cucurbita pepo	Seedcoat segregating for thickness, white.	NA	Landrace	NA	0.039886	0.043021	0.028812	1e-5	0.10222	0.021127	0.009248	0.161461	0.011881	0.582335	1	616
PI_420330	NA	Turkey	Cucurbita pepo	Seedcoat very thin, silver.	NA	Landrace	NA	1e-5	1e-5	0.03108	1e-5	0.012975	1e-5	0.037428	0.34827	0.002257	0.56795	1	603
PI_420332	NA	Turkey	Cucurbita pepo	Seedcoat segregating for thickness, white.	NA	Landrace	NA	1e-5	1e-5	0.046896	1e-5	0.119715	1e-5	0.037208	0.245166	1e-5	0.550965	1	631
PI_511969	NA	Calabaza	Cucurbita pepo	Sown June, harvested September/October. Cook mature flesh, toast seeds or grind for sauces.	NA	Landrace	NA	1e-5	0.965979	1e-5	0.033941	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	6	94
PI_379307	Serbia	Tikvica	Cucurbita pepo	NA	NA	Landrace	NA	0.004502	1e-5	1e-5	1e-5	0.660483	1e-5	0.007449	0.327505	1e-5	1e-5	3	273
