accession_id	country	accession_name	taxonomy	narrative	cultivar_class	improvement_status	region	1	2	3	4	5	6	7	8	9	10	grp	pos
Ames_26876	United States	DSW 1264	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	445
Ames_26877	United States	DSW 1269	Cucurbita pepo var. ozarkana	Flat, round, egg, pear, or oblong shaped fruit, some grooved.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	444
PI_614700	United States	292 Population 4	Cucurbita pepo var. ozarkana	Population 4:  (Five neaby populations collected in all.)  Green striped fruits hanging from dead vines growing 6 meters up into trees tangles with other vines including Campsis radicans.  Fruits pyriform with long narrow necks or without necks.  Flesh non-bitter.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	419
PI_614685	United States	HDW 3180	Cucurbita pepo var. texana	Sample of 5, relatively uniform, more or less spherical (no terminal constriction). Number of plants, maybe 1.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	426
Ames_26619	United States	DSW 815	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	451
Ames_26883	United States	DSW 1323	Cucurbita pepo var. ozarkana	Flat or round shaped fruit.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	442
Ames_26622	United States	DSW 819	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	449
Ames_26887	United States	DSW 1457	Cucurbita pepo var. ozarkana	Round or oval shaped fruit.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	440
PI_282486	United States	GC 59	Cucurbita pepo	Similar to GC 58 (PI 282485), except yellow star very subdued. Seed from selfed fruit 5985-4. Comments from CG 58 similar to GC 57 (PI 282484), except yellow star not prominent.  Comments from GC 57 (PI 282484) 'Meader Star' from the Univ. of New Hampshire, Durham. 'Table Queen' shape with yellow star on proximal end; seed naked.	NA	Cultivated material	North America	1e-5	1e-5	0.74395	1e-5	1e-5	0.12251	1e-5	0.113771	0.019709	1e-5	2	397
Ames_26889	United States	DSW 1459	Cucurbita pepo var. ozarkana	Elongated pear shaped fruit.	NA	Wild material	North America	1.3e-5	1e-5	0.999907	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	416
Ames_26890	United States	DSW 1483	Cucurbita pepo var. ozarkana	Flat, round, or mildly oblong shaped fruit.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	439
Ames_26891	United States	1282	Cucurbita pepo var. texana	Egg shaped fruit.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	438
Ames_26873	United States	DSW 1240	Cucurbita pepo var. ozarkana	Flat, round, oval, oblong, or pear shaped fruit.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	447
Ames_26893	United States	1284	Cucurbita pepo var. texana	Egg shaped fruit.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	436
Ames_26894	United States	1285	Cucurbita pepo var. texana	Round, egg, or oblong shaped fruit.	NA	Wild material	North America	1.9e-5	1e-5	0.999901	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	413
Ames_26951	United States	Ames 26951	Cucurbita pepo	Wild gourd.  Fruits green with white stripes and solid white, various shapes, very bitter, and separate from stem very easily.  Stigma seem very long and narrow.  Increased in garden of donor by hand pollination, Mansfield Center, Connecticut.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	422
PI_614701	United States	292 Population 3	Cucurbita pepo var. ozarkana	Population 3: (Five nearby populations collected in all.)  Green striped fruits hanging from dead vines growing 6 meters up into trees tangled with other vines including Campsis radicans.  Fruits uniformly obloid to transversely ellipsoid.  Flesh non-bitter.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	420
PI_518688	United States	33272	Cucurbita pepo	Delicata or Dumpling type - grouped with acorn type.	NA	Cultivated material	North America	1e-5	1e-5	0.469846	1e-5	1e-5	0.004267	0.525817	1e-5	1e-5	1e-5	2	472
PI_267664	United States	Yellow Long	Cucurbita pepo	Midseason variety; vigorous vine; fruit oblong, 11.5 by 5 inches, smooth, deep orange netted; flesh 0.75 inch, yellow or orange; seeds dark green; embryo naked.	NA	Uncertain improvement status	North America	0.14211	0.07919	1e-5	1e-5	1e-5	0.34761	1e-5	0.257906	0.173135	1e-5	1	686
Ames_26609	United States	DSW 804	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	454
Ames_26610	United States	DSW 806	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1.3e-5	1.7e-5	0.999899	1e-5	1.1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	411
Ames_26611	United States	DSW 807	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	453
PI_614684	United States	HDW 3163	Cucurbita pepo var. texana	21 fruits of varying shape, number of plants unknown.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	424
Ames_26952	United States	Paydon Heirloom	Cucurbita pepo	Vining, large acorn type, 80-115 days, tan, cream speckled skin, most fruit has sweet yellowish flesh which is somewhat stringy.  Paydon family heirloom via France to Louisiana to Ohio to Bosco, Illinois since 1860's.	NA	Landrace	North America	1e-5	1e-5	0.891284	0.013264	1e-5	0.024281	1e-5	1e-5	0.071111	1e-5	2	464
PI_614686	United States	HDW 3162	Cucurbita pepo var. texana	Fruits ovate to spherical - not pyriform. Number of plants not known.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	427
PI_615087	United States	PQ 016174	Cucurbita pepo	NA	NA	Uncertain improvement status	North America	0.035991	0.00675	0.812792	0.033133	1e-5	0.070658	0.034414	1e-5	0.006231	1e-5	2	462
PI_614688	United States	HDW 3170	Cucurbita pepo var. texana	Number of plants unknown; some progeny in collection of 55 packets. From different parts of Colorado drainage and from different plants.	NA	Wild material	North America	1e-5	1e-5	0.999902	1e-5	1e-5	1.8e-5	1e-5	1e-5	1e-5	1e-5	2	410
PI_614690	United States	HDW 5533	Cucurbita pepo var. texana	Essentially a recollection of TE039 (Not in NPGS); number of plants = 4.	NA	Wild material	North America	1e-5	1e-5	0.999901	1.3e-5	1.2e-5	1e-5	1e-5	1.4e-5	1e-5	1e-5	2	414
PI_614691	United States	HDW 5544	Cucurbita pepo var. texana	Fruit = 6; number of parent plants unknown.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	431
PI_614692	United States	292 Population 5	Cucurbita pepo var. ozarkana	Population 5:  (Five nearby populations collected in all.)  Green striped fruits hanging from dead vines growing 6 meters up into trees tangled with other vines including Campsis radicans.  Fruits pyriform with short wide necks.  Flesh non-bitter.	NA	Wild material	North America	1e-5	1e-5	0.999909	1e-5	1e-5	1.1e-5	1e-5	1e-5	1e-5	1e-5	2	457
PI_614694	United States	293	Cucurbita pepo var. ozarkana	Faded green fruits, narrow pyriform shape with short narrow necks at stem end.  Flesh non-bitter.  Mostly scattered on ground.  A serious weed problem.  One young vine was still green with some slight virus symptoms and mildew.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	429
Ames_26892	United States	1283	Cucurbita pepo var. texana	Egg, elongated egg, or pear shaped fruit.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	437
PI_614698	United States	14712	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	432
PI_614699	United States	292 Populations 1 & 2	Cucurbita pepo var. ozarkana	Populations 1 and 2:  (Five nearby populations collected in all.)  Green striped fruits hanging from dead vines growing 6 meters up into trees tangled with other vines including Campsis radicans.  Fruits uniformly obloid to transversely ellipsoid.  Flesh non-bitter.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	433
Ames_26882	United States	DSW 1321	Cucurbita pepo var. ozarkana	Pear or lump-in-neck shaped fruit.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	441
Ames_26885	United States	DSW 1436	Cucurbita pepo var. ozarkana	Escapes from cultivation? Flat or round shaped fruit, some grooved, and some turning orange, but all small.	NA	Wild material	North America	1.6e-5	1e-5	0.974443	0.005365	1e-5	1e-5	0.020116	1e-5	1e-5	1e-5	2	408
Ames_26608	United States	DSW 803	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	455
PI_267663	United States	Yellow Oval	Cucurbita pepo	Vigorous prolific vine; earliest fruit semi-globe 9 by 7 inches, smooth, deep orange, netted; flesh one inch thick, yellow or cream; seeds dark green; embryo naked.	NA	Uncertain improvement status	North America	0.118709	0.09539	1e-5	1e-5	1e-5	0.27222	1e-5	0.338204	0.175427	1e-5	1	684
PI_615086	United States	Ames 2804	Cucurbita pepo	Supposed to have outstanding resistance to Cucumber Mosaic Virus (CMV) and powdery mildew.	NA	Uncertain improvement status	North America	0.024075	1e-5	0.535908	1e-5	0.136108	0.070611	0.07514	0.061001	0.046283	0.050855	2	484
PI_518687	United States	Acorn Squash	Cucurbita pepo	NA	NA	Cultivated material	North America	1e-5	1e-5	0.90208	1e-5	0.009785	0.026748	1e-5	1e-5	0.061326	1e-5	2	463
PI_267661	United States	Green Long No. 2	Cucurbita pepo	Midseason variety; vigorous vine; fruit 13 by 5 inches, oblong, with 10 faint ridges, deep orange, netted; flesh one inch thick, orange; seeds dark green; embryo naked.	NA	Uncertain improvement status	North America	0.088383	0.063047	1e-5	1e-5	0.014744	0.330311	1e-5	0.327647	0.175827	1e-5	1	683
PI_267660	United States	Green Long No. 1	Cucurbita pepo	Midseason variety; vine of medium vigor; fruits 12 by 5 inches, tapering oblong, dark green netted, orange striped; flesh one inch thick; seeds dark green; embryo naked. Some fruits have dark orange flesh.	NA	Uncertain improvement status	North America	0.068992	0.016439	0.380165	0.026414	1.3e-5	0.242159	0.021545	0.137081	0.107181	1e-5	2	477
PI_614695	United States	290	Cucurbita pepo var. ozarkana	Six fruits (3 faded green and 3 nearly dried) together on a dead vine on the ground.  Fruits uniformly pyriform, faintly striped.  Flesh non-bitter.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	430
Ames_26607	United States	DSW 802	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	1e-5	0.999909	1e-5	1e-5	1.1e-5	1e-5	1e-5	1e-5	1e-5	2	456
PI_267662	United States	Green Stripe	Cucurbita pepo	Midseason variety; vine of medium vigor; fruits 12 by 5 inches, oblong, smooth, deep orange, green striped; flesh 0.75 inch thick, orange, seeds dark green; embryo naked.	NA	Uncertain improvement status	North America	0.084689	0.027769	1e-5	0.037274	0.001493	0.338709	1e-5	0.275052	0.234983	1e-5	1	685
Ames_28296	Tajikistan	TJK 2006:132	Cucurbita pepo	Cultivated more than 15 years.  Seeds are the farmer's selection.  Used for cooking dumpling (samsa).	NA	Cultivated material	Asia	0.01962	1e-5	0.861283	0.019986	0.033043	0.066019	1e-5	1e-5	1e-5	1e-5	2	471
Ames_29181	Georgia	GSMO 1-6	Cucurbita pepo	Very tasty, no insect or disease problems.	NA	Landrace	Europe	1e-5	0.059365	0.0048	0.045455	1e-5	0.016377	0.010944	0.097474	1e-5	0.765555	1	584
Ames_29180	Georgia	GSMO 1-5	Cucurbita pepo	Normal thickness of seed hull.	NA	Landrace	Europe	0.003931	0.045978	0.025611	0.035345	0.038467	1e-5	1e-5	0.176595	1e-5	0.674043	1	619
Ames_29179	Georgia	GSMO 1-4	Cucurbita pepo	Thin-hulled seed, tasty, sweet.	NA	Landrace	Europe	0.02826	1e-5	1e-5	1e-5	0.088473	0.090906	0.608817	0.082878	0.018497	0.082139	8	58
PI_165004	Turkey	Karakabak	Cucurbita pepo	Black. Kabak = pumpkin/squash.	NA	Landrace	Europe	0.013044	0.027801	0.033211	0.018875	0.359503	0.016163	0.046485	0.218154	0.02091	0.245854	1	656
PI_165018	Turkey	Dolma Kabagi	Cucurbita pepo	Pumpkin.	NA	Landrace	Europe	0.052454	1e-5	1e-5	0.0016	0.611505	1e-5	1e-5	0.1578	0.057428	0.119172	3	284
PI_173686	Turkey	7878	Cucurbita pepo	Governors garden, Hakari, Hakari.	NA	Landrace	Europe	0.050084	0.035442	1e-5	1e-5	0.353419	0.053928	1e-5	0.153622	1e-5	0.353465	1	661
PI_174183	Turkey	Sakiz	Cucurbita pepo	Resistant to scab. Seed dealer, Diyarbakir.	NA	Landrace	Europe	0.060911	1e-5	1e-5	1e-5	0.854373	1e-5	1e-5	1e-5	1e-5	0.084645	3	231
PI_174187	Turkey	Dolma	Cucurbita pepo	Market, Birecik, Urfa.	NA	Landrace	Europe	0.032393	1e-5	0.340834	1e-5	0.402675	0.003197	0.017621	0.029627	1e-5	0.173624	3	389
PI_169429	Turkey	1841	Cucurbita pepo	Mixed types.  Market, Mugla.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.659023	0.004366	0.019661	0.102614	0.0789	0.135396	3	328
PI_174182	Turkey	8057	Cucurbita pepo	Seed dealer, Diyarbakir.	NA	Landrace	Europe	1e-5	1e-5	0.031232	1e-5	0.657423	0.01714	0.030154	0.047183	1e-5	0.216828	3	313
PI_174180	Turkey	Sakiz	Cucurbita pepo	Resistant to scab.	NA	Landrace	Europe	1e-5	0.012409	0.058556	0.005169	0.727568	0.02569	0.015068	1e-5	1e-5	0.155511	3	294
PI_164957	Turkey	Sakiz Kabak	Cucurbita pepo	White, narrow type. Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	1e-5	0.011949	1e-5	0.896243	1e-5	0.046948	1e-5	0.044799	1e-5	3	215
PI_164997	Turkey	Tergomlek	Cucurbita pepo	Grown for its edible seeds which are oily and nearly shell-less.	NA	Landrace	Europe	0.028728	1e-5	0.007536	0.058809	0.132042	0.077776	0.231985	0.270674	0.001262	0.191177	1	668
PI_165071	Turkey	Sakiz Kabagi	Cucurbita pepo	Pumpkin.	NA	Landrace	Europe	0.024129	1e-5	0.002221	0.016828	0.670204	0.006318	0.00588	0.100834	0.023802	0.149773	3	338
PI_174188	Turkey	Dolmalik	Cucurbita pepo	Seed dealer, Nizip, Gaziantep.	NA	Landrace	Europe	0.046683	1e-5	0.332681	0.026111	0.304514	0.046408	0.003247	1e-5	0.011561	0.228775	3	394
PI_174189	Turkey	Girit	Cucurbita pepo	Market, Gaziantep, Gaziantep.	NA	Landrace	Europe	0.030786	1e-5	0.044703	1e-5	0.79236	0.001098	1e-5	0.057875	1e-5	0.073138	3	256
PI_169462	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	0.007316	1e-5	0.035896	0.015194	0.455184	1e-5	0.065132	0.054851	0.017771	0.348637	3	376
PI_174195	Turkey	8177	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.009399	0.069734	1e-5	0.767853	0.001763	0.016315	0.019996	1e-5	0.11491	3	293
PI_169435	Turkey	Bal Kabak	Cucurbita pepo	Kabak = pumpkin/squash.  Market, Akhisar, Manisa.	NA	Landrace	Europe	0.03796	1e-5	0.048232	1e-5	0.470209	0.004557	0.041112	0.100599	0.047412	0.249898	3	373
PI_109486	Turkey	T 524	Cucurbita pepo	From Ankara bazar.	NA	Landrace	Europe	1e-5	0.447872	0.389218	1e-5	0.045138	0.117712	1e-5	1e-5	1e-5	1e-5	6	170
PI_167084	Turkey	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	3	205
PI_167136	Turkey	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	1e-5	0.009551	1e-5	0.932375	1e-5	0.00511	0.052904	1e-5	1e-5	3	220
PI_175705	Turkey	5458	Cucurbita pepo	NA	NA	Landrace	Europe	0.025411	1e-5	1e-5	1e-5	0.889945	1e-5	1e-5	0.012172	0.020632	0.05179	3	247
PI_174185	Turkey	Dolma	Cucurbita pepo	Small type. Market, Urfa, Urfa.	NA	Landrace	Europe	1e-5	1e-5	0.147701	1e-5	0.708861	1e-5	0.02563	0.024486	1e-5	0.093271	3	291
PI_174184	Turkey	Kestane	Cucurbita pepo	Seed dealer, Mardin, Mardin. Received as mixture with C. maxima (C. maxima assigned PI 199031).	NA	Landrace	Europe	1e-5	1e-5	0.019774	1e-5	0.73468	1e-5	0.007616	0.019822	0.116159	0.101908	3	341
PI_174186	Turkey	8312	Cucurbita pepo	Market, Suruc, Urfa.	NA	Landrace	Europe	1e-5	1e-5	0.026417	1e-5	0.973503	1e-5	1e-5	1e-5	1e-5	1e-5	3	199
PI_167392	Turkey	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.976895	1e-5	0.004948	1e-5	0.018087	1e-5	3	198
PI_175711	Turkey	Dolmalik	Cucurbita pepo	Seed dealer, Kayseri, Kayseri.	NA	Landrace	Europe	0.001977	1e-5	0.04219	1e-5	0.454642	1e-5	1e-5	1e-5	1e-5	0.501132	3	356
PI_169449	Turkey	Bal Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed stores, Kirklareli, Kirklareli.	NA	Landrace	Europe	1e-5	0.024133	0.07465	1e-5	0.034294	1e-5	0.037463	0.321763	0.062314	0.445353	1	607
PI_174190	Turkey	Kosesefer	Cucurbita pepo	NA	NA	Landrace	Europe	0.073504	1e-5	0.319634	1e-5	0.394614	0.035534	1e-5	1e-5	0.006174	0.1705	3	388
PI_174192	Turkey	Sakiz	Cucurbita pepo	NA	NA	Landrace	Europe	0.027782	0.006414	0.042263	1e-5	0.360744	0.013214	0.006054	0.021761	0.041501	0.480257	3	349
PI_169452	Turkey	Kara Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed stores, Kirklareli, Kirklareli.	NA	Landrace	Europe	1e-5	1e-5	0.032215	0.039615	0.037362	0.078247	0.010473	0.339608	1e-5	0.46245000000000003	1	605
PI_169421	Turkey	1539	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.038726	1.1e-5	0.40518	1e-5	0.020789	0.198638	0.023209	0.313417	1	654
PI_174178	Turkey	Yumurta	Cucurbita pepo	Received as Cucurbita pepo var. ovifera. Small, egg-shaped.  Seed dealer, Igdir, Kars.	NA	Landrace	Europe	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	435
PI_174179	Turkey	Yemeklik	Cucurbita pepo	NA	NA	Landrace	Europe	0.055264	0.053887	0.004002	0.038732	0.056826	0.008208	0.022911	0.151581	1e-5	0.608579	1	617
PI_169424	Turkey	Sakiz Kabagi	Cucurbita pepo	NA	NA	Landrace	Europe	0.001781	1e-5	0.003299	1e-5	0.398485	0.02265	0.206379	0.059497	0.166611	0.141278	3	347
PI_169426	Turkey	Dolmalik	Cucurbita pepo	Market, Burdur.	NA	Landrace	Europe	0.02991	1e-5	0.015004	1e-5	0.555439	1e-5	0.044385	0.055507	1e-5	0.299715	3	380
PI_165023	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	0.039161	1e-5	1e-5	0.411282	0.01984	0.062023	0.117944	0.012629	0.337092	1	657
PI_169427	Turkey	1768	Cucurbita pepo	NA	NA	Landrace	Europe	0.028519	0.00187	1e-5	0.004986	0.812931	1e-5	0.003584	0.011867	0.103066	0.033158	3	264
PI_176553	Turkey	9576	Cucurbita pepo	NA	NA	Landrace	Europe	0.001355	1.98e-4	0.027009	1e-5	0.65481	0.00265	0.024828	0.038587	0.024692	0.22586	3	312
PI_169428	Turkey	1838	Cucurbita pepo	Market, Mugla, Mugla.	NA	Landrace	Europe	1e-5	0.00311	0.381916	0.004843	0.494801	0.028364	1e-5	0.011976	1e-5	0.07496	3	386
PI_176961	Turkey	6152	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.636793	1e-5	1e-5	0.083101	0.059498	0.220548	3	320
PI_166992	Turkey	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	3	212
PI_167036	Turkey	Dolmalik Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	0.054514	1e-5	0.065659	0.018414	0.476079	0.034125	0.038618	0.135724	0.054047	0.12281	3	279
PI_169432	Turkey	Dolmalik	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.04202	1e-5	0.707703	1e-5	1e-5	0.128102	0.076131	0.045994	3	326
PI_169434	Turkey	Kara Kabak	Cucurbita pepo	Black type.  Kabak = pumpkin/squash. Market, Akhisar, Manisa.	NA	Landrace	Europe	1.15e-4	1e-5	1e-5	0.004653	0.258552	1e-5	0.060734	0.23977299999999999	1e-5	0.436134	1	589
PI_169436	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.  Market, Akhisar, Manisa.	NA	Landrace	Europe	1e-5	1e-5	0.001464	0.005939	0.754385	1e-5	0.020721	0.009495	0.012781	0.195184	3	296
PI_169437	Turkey	Pestel Kabak	Cucurbita pepo	Kabak = pumpkin/squash.  Market, Akhisar, Manisa.	NA	Landrace	Europe	1e-5	1e-5	0.021411	1e-5	0.136219	1e-5	0.074663	0.292876	1e-5	0.474781	1	597
PI_169438	Turkey	2167	Cucurbita pepo	Seed stores and markets, Soma, Manisa Province. Originally from Siman, Balikesir.	NA	Landrace	Europe	1e-5	0.00368	1e-5	1e-5	0.182976	1e-5	0.064454	0.278625	1e-5	0.470214	1	595
PI_169425	Turkey	Ufak Kabak	Cucurbita pepo	Small type.  From tree nursery, Burdur, Burdur.  Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	0.017907	0.03718	1e-5	0.359283	0.015096	0.020194	0.237873	1e-5	0.312438	1	651
PI_176551	Turkey	9558	Cucurbita pepo	Grain market, Eskisehir, Eskisehir.	NA	Landrace	Europe	1e-5	1e-5	0.029957	1e-5	0.067581	0.047827	0.098826	0.282146	0.064874	0.40876	1	608
PI_169445	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.  Seed store, Istanbul, Istanbul.	NA	Landrace	Europe	1e-5	1e-5	0.001117	0.007839	0.886605	0.012552	1e-5	1e-5	0.043718	0.048129	3	242
PI_169446	Turkey	2359	Cucurbita pepo	Seed store, Istanbul.	NA	Landrace	Europe	1e-5	1.79e-4	1e-5	1e-5	0.667409	1e-5	0.039638	0.041895	0.19606	0.054779	3	342
PI_169447	Turkey	Kolsus Sakiz	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	3	210
PI_165081	Turkey	Kabuksuz Kabak	Cucurbita pepo	Kabak = pumpkin. (Kabuksuz = unshelled; without shell, skin, bark.)	NA	Landrace	Europe	1e-5	1e-5	0.060881	0.066411	0.356177	0.006909	0.083064	0.107698	1e-5	0.318831	1	658
PI_169430	Turkey	1878	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.133112	0.019259	0.076892	0.174936	0.024946	0.570815	1	635
PI_169431	Turkey	Sakiz Kabagi	Cucurbita pepo	Sweet type.  Sakiz Kabagi =vegetable marrow pumpkin.	Marrow	Landrace	Europe	0.042015	0.014649	0.049443	1e-5	0.60875	0.004997	1e-5	0.045216	0.164135	0.070775	3	340
PI_169451	Turkey	2568	Cucurbita pepo	Seed stores, Kirklareli, Kirklareli.	NA	Landrace	Europe	1e-5	1e-5	0.002699	1e-5	0.200763	1e-5	0.055721	0.322966	1e-5	0.417801	1	593
PI_172863	Turkey	Kedo	Cucurbita pepo	NA	NA	Landrace	Europe	0.052923	0.046734	1e-5	0.059308	0.26943	0.041437	0.057189	0.079129	1e-5	0.393829	1	646
PI_167053	Turkey	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	1e-5	0.003814	0.050543	0.905171	1e-5	1e-5	1e-5	0.040413	1e-5	3	213
PI_169454	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.852317	1.94e-4	0.016	0.029822	1e-5	0.101618	3	249
PI_167097	Turkey	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	1e-5	0.003163	1e-5	0.990131	1e-5	0.006636	1e-5	1e-5	1e-5	3	200
PI_169442	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed stores and markets, Soma, Manisa Province.	NA	Landrace	Europe	0.030548	1e-5	0.004684	1e-5	0.658468	0.005141	0.039963	0.080436	0.092071	0.088669	3	327
PI_175706	Turkey	5998	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.139689	1e-5	0.71062	1e-5	0.032113	1e-5	0.012495	0.105033	3	292
PI_167243	Turkey	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.955666	1e-5	1e-5	1e-5	0.043074	0.00119	3	196
PI_167364	Turkey	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	0.040993	1e-5	1e-5	0.808495	1e-5	1e-5	0.075011	0.030401	0.045048	3	229
PI_172874	Turkey	Dolmalik	Cucurbita pepo	Gardener, Elbistan Maras.	NA	Landrace	Europe	0.092765	1e-5	0.046289	0.009013	0.411321	0.074324	1e-5	0.143737	1e-5	0.222522	3	277
PI_344357	Turkey	Kolsus	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.013761	0.029917	0.66991	0.025881	1e-5	0.104788	0.019526	0.136187	3	337
PI_175710	Turkey	Dolma	Cucurbita pepo	Market, Yozgat, Yozgat.	NA	Landrace	Europe	2.46e-4	1e-5	0.042481	0.010958	0.531589	1e-5	1e-5	1e-5	1e-5	0.414676	3	366
