accession_id	removed	country	accession_name	taxonomy	improvement_status	cultivar_class	narrative	region	1	2	3	4	5	6	grp	pos
PI_407383		China	Lot 1	Cucurbita maxima	NA	NA	NA	Asia	1E-05	0.308909	0.014557	0.633366	0.043149	1E-05	1	437
PI_407385		China	Lot 3	Cucurbita maxima	NA	NA	NA	Asia	1E-05	0.223984	1E-05	0.648663	1E-05	0.127323	1	428
PI_93034		China	'Nan Kua'	Cucurbita maxima	NA	NA	A very large squash obtained through Dr. Hugh W. Hubbard, of Paotingfu, China.	Asia	0.35095	0.072568	1E-05	0.444144	0.132319	1E-05	1	411
PI_481619		Italy	70	Cucurbita maxima	Cultivated	NA	Local original source. Sown April, harvested September. Fruits round with brown  skin. Local name Kakara.	Europe	1E-05	0.032727	0.046729	0.770623	0.08357	0.066343	1	405
PI_481623		Italy	236	Cucurbita maxima	Cultivated	NA	Originally from Thimphu. Sown April, harvested August-September. Fruits very large (20kg or more), less favorable than PI 481622, used for animal feed.	Europe	1E-05	0.079022	0.097501	0.438516	0.196507	0.188445	5	103
PI_481624		Italy	312	Cucurbita maxima	Cultivated	NA	Local original source. Sown March, harvested September. Local name Brumsha.	Europe	1E-05	0.003763	0.057846	0.677895	0.242921	0.017564	1	424
PI_481626		Italy	472	Cucurbita maxima	Cultivated	NA	Local original source. Sown May, harvested September-October. Local name Kakura.	Europe	0.01385	0.046791	1E-05	0.80926	0.085188	0.044901	1	404
PI_481627		Italy	482	Cucurbita maxima	Cultivated	NA	Local original source. Sown February, harvested September. Local name Kukura.	Europe	1E-05	1E-05	0.09878	0.676426	0.103377	0.121397	1	459
PI_481625		Italy	358	Cucurbita maxima	Cultivated	NA	Local original source. Sown April, harvested September. Fruits large. Local name Brumsa Kathang.	Europe	1E-05	1E-05	0.140397	0.560417	0.266562	0.032605	1	420
PI_526246		Zimbabwe	AMM 928	Cucurbita maxima	Landrace	NA	NA	Africa	1E-05	0.118134	0.091479	0.376497	0.337288	0.076592	5	104
PI_494835		Zimbabwe	ZFA 3389	Cucurbita maxima	Landrace	NA	Received as Cucurbita moschata.	Africa	1E-05	1E-05	1E-05	1E-05	0.99995	1E-05	6	34
PI_494834		Zimbabwe	ZFA 3378	Cucurbita maxima	Landrace	NA	Leaves and fruit eaten. Local name Tumaka. Received as Cucurbita moschata.	Africa	1E-05	1E-05	1E-05	1E-05	0.965503	0.034457	6	30
PI_482485		Zimbabwe	Dindimanga	Cucurbita maxima	Cultivated	NA	Sown November, harvested April. Local name Dindimanga.	Africa	1E-05	1E-05	1E-05	0.164452	0.607761	0.227756	6	101
PI_482468		Zimbabwe	TGR 581	Cucurbita maxima	Cultivated	NA	Sown October, harvested April.	Africa	1E-05	1E-05	0.009715	0.291501	0.569553	0.129211	6	98
PI_482475		Zimbabwe	TGR 1107	Cucurbita maxima	Cultivated	NA	Fruits flat, round, creamy yellow.	Africa	0.240697	0.041393	0.075267	0.096814	0.513715	0.032114	6	5
PI_494830		Zimbabwe	ZFA 3252	Cucurbita maxima	Landrace	NA	Fruit shape elongated. Received as Cucurbita moschata.	Africa	1E-05	1E-05	1E-05	1E-05	0.99995	1E-05	6	35
PI_482483		Zimbabwe	TGR 1783	Cucurbita maxima	Cultivated	NA	Sown November, harvested April.	Africa	0.146761	1E-05	1E-05	0.036302	0.470904	0.346014	6	20
PI_494839		Zimbabwe	ZFA 3545	Cucurbita maxima	Landrace	NA	Received as Cucurbita moschata.	Africa	0.005841	1E-05	1E-05	0.006972	0.941496	0.045671	6	31
PI_494831		Zimbabwe	ZFA 3253	Cucurbita maxima	Landrace	NA	Fruit round. Received as Cucurbita moschata.	Africa	0.067302	1E-05	0.008243	0.00085	0.923585	1E-05	6	55
PI_482471		Zimbabwe	Mutala	Cucurbita maxima	Cultivated	NA	Local name Mutala.	Africa	0.241439	0.019651	1E-05	0.159203	0.523481	0.056215	6	8
PI_494827		Zimbabwe	ZFA 3177	Cucurbita maxima	Landrace	NA	Received as Cucurbita moschata.	Africa	0.01875	1E-05	0.007771	1E-05	0.973449	1E-05	6	45
PI_482482		Zimbabwe	TGR 1548	Cucurbita maxima	Cultivated	NA	Sown November, harvested April.	Africa	0.247077	0.044978	1E-05	0.09915	0.430285	0.1785	6	6
PI_482467		Zimbabwe	TGR 306	Cucurbita maxima	Cultivated	NA	Sown November, harvested April.	Africa	0.077184	0.011973	1E-05	0.137942	0.491552	0.281339	6	22
PI_482523		Zimbabwe	TGR 906B	Cucurbita maxima	Cultivated	NA	Sown October. Fruits of mixed types.	Africa	0.245886	1E-05	1E-05	0.165255	0.503725	0.085114	6	7
PI_482479		Zimbabwe	Nyamutumha	Cucurbita maxima	Cultivated	NA	Seeds white. Local name Nyamutumha and Nzururu.	Africa	0.084907	0.05866	0.008691	0.069679	0.658958	0.119106	6	93
PI_482472		Zimbabwe	Fere	Cucurbita maxima	Cultivated	NA	Sown December. Fruits flat, white. Local name Fere.	Africa	0.132249	0.044366	1E-05	0.098652	0.57402	0.150703	6	95
PI_482589		Zimbabwe	TGR 233	Cucurbita maxima	Cultivated	NA	Fruits white. Associated with pumpkins and other weedy, bitter watermelons.	Africa	0.134655	0.056481	1E-05	0.102136	0.554776	0.151943	6	96
PI_482477		Zimbabwe	Nyamutumha	Cucurbita maxima	Cultivated	NA	Local name Nyamutumba.	Africa	0.03342	0.002006	1E-05	0.240402	0.613668	0.110493	6	97
PI_482478		Zimbabwe	TGR 1243	Cucurbita maxima	Cultivated	NA	NA	Africa	0.126148	0.040988	0.001525	0.218363	0.568999	0.043976	6	86
PI_490350		Burkina Faso	Yogue	Cucurbita maxima	Cultivated	NA	Local name Yogue.	Africa	0.330018	0.041362	0.011328	0.260458	0.263994	0.092841	6	1
PI_490353		Burkina Faso	Gui	Cucurbita maxima	Cultivated	NA	Fruit cylindrical, 30cm long, 20cm in diameter. Local name Gui.	Africa	0.66332	1E-05	0.051409	0.093262	0.0243	0.167699	2	338
PI_490352		Burkina Faso	Yogorou	Cucurbita maxima	Cultivated	NA	Pulp cooked for sauce. Local name Yogorou.	Africa	0.818561	1E-05	0.010222	0.101636	0.041394	0.028176	2	321
PI_500453		Zambia	ZM-1207	Cucurbita maxima	Cultivated	NA	NA	Africa	0.063552	0.036476	0.032574	1E-05	0.793409	0.073979	6	77
PI_500476		Zambia	ZM-1681	Cucurbita maxima	Cultivated	NA	NA	Africa	1E-05	1E-05	1E-05	1E-05	0.99995	1E-05	6	42
PI_500483		Zambia	ZM-1767	Cucurbita maxima	Cultivated	NA	NA	Africa	0.087149	1E-05	1E-05	1E-05	0.86996	0.042861	6	56
PI_500511		Zambia	ZM-2329	Cucurbita maxima	Cultivated	NA	NA	Africa	0.075333	1E-05	1E-05	0.0581	0.866537	1E-05	6	64
PI_500512		Zambia	ZM-2338	Cucurbita maxima	Cultivated	NA	NA	Africa	0.220824	0.168764	1E-05	1E-05	0.479409	0.130983	6	19
PI_500469		Zambia	ZM-1412	Cucurbita maxima	Cultivated	NA	NA	Africa	0.040464	0.011939	1E-05	0.035835	0.842652	0.0691	6	74
PI_500477		Zambia	ZM-1692	Cucurbita maxima	Cultivated	NA	NA	Africa	1E-05	1E-05	1E-05	1E-05	0.99995	1E-05	6	40
PI_500534		Zambia	ZM-3066	Cucurbita maxima	Cultivated	NA	NA	Africa	0.002558	1E-05	0.044845	0.012862	0.939716	1E-05	6	24
PI_500452		Zambia	ZM-1201	Cucurbita maxima	Cultivated	NA	NA	Africa	0.195527	1E-05	1E-05	0.125735	0.671351	0.007367	6	11
PI_500467		Zambia	ZM-1319	Cucurbita maxima	Cultivated	NA	NA	Africa	0.010406	0.014335	1E-05	0.088789	0.790382	0.096078	6	84
PI_500454		Zambia	ZM-1213	Cucurbita maxima	Cultivated	NA	NA	Africa	0.201964	0.087373	0.022362	0.010541	0.67775	1E-05	6	13
PI_500459		Zambia	ZM-1251	Cucurbita maxima	Cultivated	NA	NA	Africa	1E-05	0.049385	0.044832	0.014283	0.825547	0.065943	6	80
PI_500460		Zambia	ZM-1254	Cucurbita maxima	Cultivated	NA	NA	Africa	0.095503	0.002802	0.049293	0.05413	0.798262	1E-05	6	70
PI_500519		Zambia	Fipushi	Cucurbita maxima	Cultivated	NA	Local name Fipushi.	Africa	1E-05	1E-05	0.046223	0.001596	0.952151	1E-05	6	25
PI_500462		Zambia	Mapusi	Cucurbita maxima	Cultivated	NA	Mixed with C. moschata. Local name Mapusi.	Africa	0.043781	0.038483	1E-05	0.046461	0.815173	0.056091	6	73
PI_500465		Zambia	ZM-1311	Cucurbita maxima	Cultivated	NA	NA	Africa	0.035738	1E-05	0.053024	0.069957	0.841262	1E-05	6	52
PI_500517		Zambia	ZM-2525	Cucurbita maxima	Cultivated	NA	NA	Africa	1E-05	1E-05	0.01496	0.110835	0.874175	1E-05	6	49
PI_500472		Zambia	ZM-1529	Cucurbita maxima	Cultivated	NA	NA	Africa	1E-05	1E-05	1E-05	1E-05	0.99995	1E-05	6	39
PI_500533		Zambia	ZM-2973	Cucurbita maxima	Cultivated	NA	NA	Africa	1E-05	1E-05	1E-05	1E-05	0.99995	1E-05	6	36
PI_500486		Zambia	ZM-1811	Cucurbita maxima	Cultivated	NA	NA	Africa	0.082189	1E-05	1E-05	1E-05	0.917771	1E-05	6	54
PI_500492		Zambia	ZM-1964	Cucurbita maxima	Cultivated	NA	NA	Africa	0.005665	1E-05	1E-05	1E-05	0.994295	1E-05	6	43
PI_500481		Zambia	ZM-1731	Cucurbita maxima	Cultivated	NA	Mixed with C. moschata.	Africa	1E-05	1E-05	1E-05	1E-05	0.99995	1E-05	6	41
PI_500508		Zambia	ZM-2223	Cucurbita maxima	Cultivated	NA	NA	Africa	0.044703	0.020665	0.018554	1E-05	0.900292	0.015774	6	53
PI_500458		Zambia	ZM-1250	Cucurbita maxima	Cultivated	NA	NA	Africa	0.050389	0.047739	0.023971	1E-05	0.777844	0.100047	6	78
PI_500510		Zambia	ZM-2318	Cucurbita maxima	Cultivated	NA	Mixed C. moschata.	Africa	0.005933	0.045017	1E-05	1E-05	0.918031	0.030999	6	27
PI_500527		Zambia	ZM-2759	Cucurbita maxima	Cultivated	NA	NA	Africa	1E-05	1E-05	1E-05	1E-05	0.99995	1E-05	6	37
PI_500461		Zambia	ZM-1263	Cucurbita maxima	Cultivated	NA	Mixed with C. moschata.	Africa	0.030957	1E-05	0.036672	0.092621	0.738324	0.101417	6	82
PI_500446		Zambia	ZM-1166	Cucurbita maxima	Wild	NA	NA	Africa	1E-05	0.052196	0.027427	0.099018	0.714681	0.106667	6	83
PI_500515		Zambia	ZM-2480	Cucurbita maxima	Cultivated	NA	NA	Africa	0.084821	0.038105	1E-05	0.048353	0.828701	1E-05	6	71
PI_500450		Zambia	Mgwunga	Cucurbita maxima	Cultivated	NA	Local name Mgwunga.	Africa	0.014492	1E-05	1E-05	0.142219	0.766105	0.077164	6	85
PI_500518		Zambia	Fipushi	Cucurbita maxima	Cultivated	NA	Local name Fipushi.	Africa	1E-05	0.071025	1E-05	1E-05	0.928935	1E-05	6	28
PI_500468		Zambia	ZM-1358	Cucurbita maxima	Cultivated	NA	NA	Africa	0.10597	1E-05	1E-05	1E-05	0.89399	1E-05	6	59
PI_500509		Zambia	Chipnushi	Cucurbita maxima	Cultivated	NA	Local name Chipnushi.	Africa	1E-05	0.026902	0.02065	0.067573	0.826974	0.057891	6	76
PI_500521		Zambia	Efipushi	Cucurbita maxima	Cultivated	NA	Local name Efipushi.	Africa	1E-05	1E-05	0.065468	1E-05	0.903935	0.030567	6	23
PI_500457		Zambia	ZM-1242	Cucurbita maxima	Cultivated	NA	NA	Africa	0.052015	0.096563	1E-05	0.073898	0.772921	0.004593	6	68
PI_500456		Zambia	ZM-1220	Cucurbita maxima	Cultivated	NA	NA	Africa	0.009741	0.058937	1E-05	1E-05	0.830138	0.101163	6	79
PI_500445		Zambia	ZM-1084	Cucurbita maxima	Cultivated	NA	NA	Africa	0.102238	1E-05	1E-05	0.010508	0.887224	1E-05	6	58
PI_500526		Zambia	ZM-2756	Cucurbita maxima	Cultivated	NA	NA	Africa	1E-05	0.008472	0.050154	0.059921	0.864342	0.017101	6	51
PI_500442		Zambia	Chipushila Bemba	Cucurbita maxima	Wild	NA	Leaves and fruits eaten. Local name Chipushilu Bemba.	Africa	1E-05	1E-05	1E-05	0.064705	0.935255	1E-05	6	29
PI_500444		Zambia	ZM-1071	Cucurbita maxima	Cultivated	NA	NA	Africa	1E-05	1E-05	1E-05	0.142093	0.680624	0.177253	6	100
PI_500532		Zambia	ZM-2948	Cucurbita maxima	Cultivated	NA	NA	Africa	0.129925	1E-05	0.023372	1E-05	0.846673	1E-05	6	65
PI_500448		Zambia	ZM-1169	Cucurbita maxima	Wild	NA	NA	Africa	0.103924	1E-05	0.011375	1E-05	0.884671	1E-05	6	57
PI_500513		Zambia	ZM-2348	Cucurbita maxima	Cultivated	NA	Mixed with C. moschata.	Africa	0.05988	1E-05	0.053154	0.054058	0.751329	0.081569	6	81
PI_500451		Zambia	Mgwunga	Cucurbita maxima	Cultivated	NA	Fruit more watery than PI 500450. Local name Mgwunga.	Africa	0.100425	0.042474	1E-05	0.146655	0.710427	1E-05	6	10
PI_505614		Zambia	ZM/A 5014	Cucurbita maxima	Landrace	NA	NA	Africa	1E-05	1E-05	1E-05	1E-05	0.99995	1E-05	6	38
PI_500507		Zambia	ZM-2209	Cucurbita maxima	Cultivated	NA	NA	Africa	1E-05	0.010258	0.051592	0.043228	0.826678	0.068233	6	75
PI_500470		Zambia	Namundalangive	Cucurbita maxima	Cultivated	NA	Fruit oblong. Local name Namundalangive.	Africa	0.301202	0.058484	1E-05	0.197662	0.406131	0.03651	6	3
PI_500455		Zambia	Mauwa	Cucurbita maxima	Cultivated	NA	Local name Mauwa.	Africa	0.045845	0.053706	1E-05	0.092958	0.807471	1E-05	6	67
PI_500525		Zambia	ZM-2753	Cucurbita maxima	Cultivated	NA	NA	Africa	0.069511	0.037434	0.047586	1E-05	0.841524	0.003936	6	60
PI_494840		Zambia	ZFA 3569	Cucurbita maxima	Landrace	NA	Received as Cucurbita moschata.	Africa	1E-05	1E-05	0.050737	1E-05	0.949223	1E-05	6	26
PI_494843		Zambia	ZFA 3665	Cucurbita maxima	Landrace	NA	Received as Cucurbita moschata.	Africa	0.03124	1E-05	1E-05	0.11015	0.856695	0.001895	6	48
PI_500524		Zambia	ZM-2750	Cucurbita maxima	Cultivated	NA	NA	Africa	0.055538	1E-05	0.005685	0.047774	0.85731	0.033682	6	63
PI_500531		Zambia	ZM-2901	Cucurbita maxima	Cultivated	NA	NA	Africa	0.051512	1E-05	0.040633	0.018725	0.88911	1E-05	6	62
PI_500520		Zambia	ZM-2614	Cucurbita maxima	Cultivated	NA	Mixed with C. moschata.	Africa	0.072203	1E-05	0.034906	0.063711	0.82916	1E-05	6	69
PI_500528		Zambia	ZM-2772	Cucurbita maxima	Cultivated	NA	NA	Africa	0.035949	1E-05	0.040587	0.04247	0.879206	0.001778	6	61
PI_500529		Zambia	Fipushi	Cucurbita maxima	Cultivated	NA	Local name Fipushi.	Africa	0.08399	1E-05	0.009793	0.125621	0.567712	0.212873	6	94
PI_500471		Zambia	Mupusi	Cucurbita maxima	Cultivated	NA	Fruit oblong. Seeds white. Local name Mupusi.	Africa	0.008723	0.000605	1E-05	1E-05	0.990642	1E-05	6	44
PI_494841		Zambia	ZFA 3576	Cucurbita maxima	Landrace	NA	Received as Cucurbita moschata.	Africa	1E-05	1E-05	0.014942	1E-05	0.983772	0.001256	6	47
PI_500523		Zambia	Chipusi	Cucurbita maxima	Cultivated	NA	Local name Chipusi.	Africa	1E-05	0.013017	0.010495	1E-05	0.976458	1E-05	6	46
PI_500505		Zambia	ZM-2144	Cucurbita maxima	Cultivated	NA	NA	Africa	1E-05	1E-05	1E-05	0.113024	0.886936	1E-05	6	50
PI_507884		Hungary	2701065	Cucurbita maxima	Landrace	NA	NA	Europe	1E-05	0.392858	0.010151	0.140391	1E-05	0.45658	5	132
PI_507881		Hungary	2701054	Cucurbita maxima	Landrace	NA	NA	Europe	0.000991	0.368342	1E-05	0.221758	1E-05	0.408889	5	133
PI_507879		Hungary	2700887	Cucurbita maxima	Landrace	NA	NA	Europe	0.140967	0.178277	1E-05	0.205133	1E-05	0.475603	3	290
PI_507877		Hungary	2700815	Cucurbita maxima	Landrace	NA	NA	Europe	0.22561	0.224413	1E-05	0.161539	0.236028	0.1524	5	128
PI_260652		Mexico	No. 2243	Cucurbita maxima	NA	NA	Bush type.	South/Latin America	1E-05	0.006373	0.285871	0.561692	0.146044	1E-05	1	446
PI_512110		Mexico	Calabaza de Castilla	Cucurbita maxima	Wild	NA	Single fruit, round, bright orange. Reportedly grown nearby in San Luis de la Paz. C. maxima rarely grown in Mexico.	South/Latin America	0.132996	0.175418	0.031725	0.434051	1E-05	0.2258	5	107
PI_532720		Democratic Republic of the Congo	Malenge, (Mbika)	Cucurbita maxima	Landrace	NA	Bandibu tribe, Kikongo language. Planted March, harvested June. Courge type.	Africa	0.342013	1E-05	1E-05	1E-05	0.657947	1E-05	6	17
PI_532727		Democratic Republic of the Congo	Mantete	Cucurbita maxima	Landrace	NA	Bampende tribe, Kimpende language. Planted September/October, harvested January/February. Mubungi type.	Africa	0.261875	1E-05	1E-05	0.021349	0.716746	1E-05	6	16
PI_532737		Democratic Republic of the Congo	Mantete (courge)	Cucurbita maxima	NA	NA	Bambala, Bangongo tribes, Kikongo language.	Africa	0.270955	0.00118	1E-05	0.073224	0.65462	1E-05	6	15
PI_532715		Democratic Republic of the Congo	Mbika	Cucurbita maxima	Landrace	NA	Bandibu tribe, Kikongo language. Planted March, harvested July. Courge type.	Africa	0.29495	1E-05	1E-05	0.078493	0.599887	0.02665	6	14
PI_532736		Democratic Republic of the Congo	Mbika, (courge), Mantete	Cucurbita maxima	NA	NA	Bangongo tribe, Kikongo language. Planted September harvested December.	Africa	0.12438	0.010239	1E-05	0.072031	0.79333	1E-05	6	72
PI_540417		Uzbekistan	U 047	Cucurbita maxima	Cultivated	NA	Bush; used for fodder.	Asia	0.173513	0.110222	0.153814	0.530003	0.032438	1E-05	1	454
PI_234253		Japan	Uschiki	Cucurbita maxima	NA	NA	NA	Asia	1E-05	0.109102	1E-05	0.890858	1E-05	1E-05	1	402
PI_512797		Spain	E-CU-13	Cucurbita maxima	Landrace	NA	Sown April, harvested September. Used for stew.	Europe	0.000487	1E-05	1E-05	0.999473	1E-05	1E-05	1	396
PI_512734		Spain	AN-CU-31	Cucurbita maxima	Landrace	NA	Sown May-June, harvested September-October. Used cooked and for stew.	Europe	0.453954	0.0359	0.049106	0.238141	0.088359	0.13454	2	336
PI_249914		Spain	No. 16957	Cucurbita maxima	NA	NA	Summer squash.	Europe	0.413138	1E-05	1E-05	0.465907	1E-05	0.120925	1	414
PI_512781		Spain	CM-CU-2	Cucurbita maxima	Landrace	NA	Sown beginning May, harvested July-August.	Europe	0.65699	1E-05	1E-05	0.066786	0.145636	0.130568	2	360
PI_512727		Spain	AN-CU-22	Cucurbita maxima	Landrace	NA	Sown April-May, harvested September-October. Used for stews.	Europe	0.64755	1E-05	1E-05	0.307268	0.033426	0.011736	2	324
G_29793		Spain	Calabaza Mediana	Cucurbita maxima	Landrace	NA	Sown February/March, harvested August/September.  Used as food (stew).	Europe	0.523669	1E-05	0.133841	0.34246	1E-05	1E-05	2	327
PI_512746		Spain	AN-CU-44	Cucurbita maxima	Landrace	NA	Sown April, harvested July-August. Used cooked and for stews.	Europe	0.479665	1E-05	0.027804	0.247523	0.082714	0.162284	2	337
G_29313		Spain	Verde de Espana	Cucurbita maxima	Landrace	NA	NA	Europe	0.737402	1E-05	0.023853	0.177022	0.048551	0.013162	2	322
PI_512671		Spain	V-CU-1	Cucurbita maxima	Landrace	NA	Sown April, harvested September. Leaves dry.	Europe	0.708356	1E-05	0.028343	0.263272	1E-05	1E-05	2	325
PI_512835		Spain	V-CU-52	Cucurbita maxima	Landrace	NA	Sown March, harvested September. Used for jam.	Europe	1E-05	0.885658	1E-05	0.114302	1E-05	1E-05	5	160
PI_512677		Spain	V-CU-29	Cucurbita maxima	Landrace	NA	Sown in spring, harvested in summer. Used domestically.	Europe	0.727927	1E-05	1E-05	0.272033	1E-05	1E-05	2	326
G_29317		Spain	Teta de Vaca	Cucurbita maxima	Landrace	NA	Sown May, harvested October.  Used as adornment	Europe	1E-05	0.850417	1E-05	0.149543	1E-05	1E-05	5	159
PI_174821		Nepal	Kadu	Cucurbita maxima	NA	NA	Used as vegetable marrow.	Asia	0.235192	0.053513	0.010305	0.62141	0.07957	1E-05	1	409
G_29642		Nigeria	TB 84/2164 Plot 2 Rep 1 Fruit 1 Plt. 1	Cucurbita maxima	Cultivated	NA	Fruit oblong elipsoid. Fruit lenght 39cm, width 57.5cm. diameter 19.5cm, weight 5.16kg. Average seed yeild 263, seed weight 20gm.  present. Leaves pinnately and deeply lobed, small size with smooth margins. Days to germination in field 7.3. Days to 50% flowering 72.3. Average stem length 161.3, rounded with tendrils present. Leaves cordate, large, dented with shallow lobes.	Africa	0.74829	1E-05	0.031057	0.124038	0.071804	0.024802	2	323
G_29643		Nigeria	TB 84/2164 Plot 2 Rep 2 Fruit 1 Plt. 1	Cucurbita maxima	Cultivated	NA	Fruit oblong elipsoid, fruit lenght 39cm, width 57.5cm. diameter 19.5cm, weight 5.16kg. Average seed yeild 263, seed weight 20gm.  present. Leaves pinnately and deeply lobed, small size with smooth margins. Days to germination in field 7.3. Days to 50% flowering 72.3. Average stem length 161.3, rounded with tendrils present. Leaves cordate, large, dented with shallow lobes.	Africa	0.918907	0.081053	1E-05	1E-05	1E-05	1E-05	2	315
PI_166198		Nigeria	No Known Plant ID	Cucurbita maxima	NA	NA	NA	Africa	0.894888	1E-05	0.047279	1E-05	1E-05	0.057804	2	300
G_31131		Kazakhstan	Stolovar Zemnaya	Cucurbita maxima	NA	NA	NA	Asia	0.513416	0.016805	0.050607	0.207509	0.048496	0.163166	2	335
G_31128		Kazakhstan	Russiya	Cucurbita maxima	NA	NA	NA	Asia	0.507644	0.109353	0.022386	0.360598	1E-05	1E-05	2	328
G_31133		Kazakhstan	'Vitamin Sweet'	Cucurbita maxima	NA	NA	NA	Asia	0.547763	1E-05	1E-05	0.303815	1E-05	0.148392	2	334
G_31130		Kazakhstan	Mamornaya	Cucurbita maxima	NA	NA	NA	Asia	0.597399	0.03036	0.133852	1E-05	0.043882	0.194497	2	345
G_31129		Kazakhstan	Lindaniya	Cucurbita maxima	NA	NA	NA	Asia	0.302673	0.030262	1E-05	0.299086	0.097992	0.269976	5	123
PI_136446		Canada	No. 9	Cucurbita maxima	NA	NA	NA	North America	0.164152	0.333679	1E-05	0.418094	1E-05	0.084054	5	115
PI_136445		Canada	No. 8	Cucurbita maxima	NA	NA	NA	North America	0.111531	0.266463	0.027977	0.532579	1E-05	0.06144	1	432
PI_136444		Canada	No. 7	Cucurbita maxima	NA	NA	NA	North America	0.031014	0.221547	1E-05	0.567938	1E-05	0.179481	1	429
PI_181762		Lebanon	Potiron	Cucurbita maxima	NA	NA	NA	Arab States	0.884743	0.062527	1E-05	1E-05	0.003857	0.048853	2	299
PI_214121		Bolivia	Zapallo	Cucurbita maxima	NA	NA	NA	South/Latin America	0.161367	1E-05	0.040297	0.757022	0.041294	1E-05	1	389
PI_349348		Bolivia	No Known Plant ID	Cucurbita maxima	Cultivated	NA	Fruit not seen; seeds medium sized, dark brown, margin same as seeds.	South/Latin America	0.19714	0.425782	1E-05	0.377047	1E-05	1E-05	5	116
PI_560951		Bolivia	Zapallo	Cucurbita maxima	Cultivated	NA	Cylindrical squash, 40cm long, 15cm diam., shallowly ribbed. Color orange and olive drab. Peduncle corky. Flesh thick, firm, dark orange. Seeds white. Grown locally.	South/Latin America	1E-05	1E-05	0.000722	0.325261	0.673988	1E-05	6	91
PI_560947		Bolivia	Joco	Cucurbita maxima	Cultivated	NA	Elongate, semi-cylindrical, ribbed squash, 35cm long, 15cm diam. Color predominantly salmon orange with some green at apex. Peduncle swollen, corky, green. Flesh orange. Seeds white. Grown locally.	South/Latin America	1E-05	1E-05	1E-05	0.319333	0.680627	1E-05	6	92
PI_349350		Bolivia	No Known Plant ID	Cucurbita maxima	Cultivated	NA	Reported to have come from local market. Vine typical maxima, poor vigor; fruit flattened 15 by 25 cm.; grayish mottled skin, smooth; very hard; flesh well colored, thick. Seeds yellowish brown, margin light brown. Fruit 'Hubbard' type.	South/Latin America	0.011202	1E-05	0.141522	0.592156	0.068942	0.186168	1	460
PI_349347		Bolivia	No Known Plant ID	Cucurbita maxima	Cultivated	NA	Fruit about 15 cm. diameter, 30 cm. long, skin light grayish green, warted overall; very hard skin; thin flesh, light salmon. Seeds light brown with margin lighter than body.	South/Latin America	0.098336	1E-05	0.091756	0.671654	1E-05	0.138235	1	457
PI_560950		Bolivia	Zapallo	Cucurbita maxima	Cultivated	NA	Spheroid squash, 15cm long, 22cm diam., deeply ribbed. Color drab olive. Peduncle insertion depressed, corky, stigma scar corky. Flesh thick, firm, orange. Seeds white, 1.5cm long. Grown locally.	South/Latin America	1E-05	1E-05	0.043708	0.236719	0.719542	1E-05	6	89
PI_543227		Bolivia	Jemi (Esse Ejja)	Cucurbita maxima	Cultivated	NA	Fruit spherical or egg-shaped, to 30cm long, strongly ribbed, orange, with corky peduncle. Flesh is firm, thick and orange, seeds white and numerous. Squash cultivated locally by Indians on sandbars and in chacos.	South/Latin America	1E-05	1E-05	1E-05	0.37961	0.62035	1E-05	6	90
PI_365106		Eswatini	AJO 0271	Cucurbita maxima	NA	NA	NA	Africa	0.137654	1E-05	1E-05	0.279391	0.359993	0.222942	5	102
PI_508084		United States	'Sibley'	Cucurbita maxima	Cultivar	NA	Plant indeterminate, maturity Group I, high yielding.. Flowers white, pods brown with gray pubescence. Seeds yellow, dull. Resistance to races 1 and 2 of Phytophthora root rot.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_30407		United States	'Japan Cup F1'	Cucurbita maxima	Cultivar	Kobocha	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_32228		United States	Black Eagle	Cucurbita maxima	Cultivar	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_30409		United States	'Sweet Mama F1'	Cucurbita maxima	Cultivar	Kobocha	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_30406		United States	'Delica F1'	Cucurbita maxima	Cultivar	Kuri	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_32229		United States	Daytona	Cucurbita maxima	Cultivar	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_30408		United States	'Nutty Delica F1'	Cucurbita maxima	Cultivar	Kobocha	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_224669		United States	Bush Buttercup	Cucurbita maxima	Cultivar	Buttercup	Selected from an unknown PI number in 1938.	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_318424		United States	Ames 715	Cucurbita maxima	Breeding	NA	Inbred selection. Vigorous, medium maturing, bush. Fruits many, oblate 5 to 6 by 7 to 8 inches, orange or salmon; 3.57 pounds; flesh 1 to 2 inches, light orange.	North America	NA	NA	NA	NA	NA	NA	NA	NA
G_28106		Mexico	G 28106	Cucurbita maxima	Cultivar	NA	NA	South/Latin America	NA	NA	NA	NA	NA	NA	NA	NA
PI_196845		Ethiopia	No. 10067	Cucurbita maxima	Cultivar	NA	NA	Africa	NA	NA	NA	NA	NA	NA	NA	NA
