accession_id	country	accession_name	taxonomy	narrative	cultivar_class	improvement_status	region	1	2	3	4	5	6	grp	pos
PI_498429	Colombia	NA	Cucurbita moschata	Collected by H. Sardi and J. Jaramillo. Local name Colombian black squash.	NA	Cultivated material	South/Latin America	0.361122	0.373408	1e-5	1e-5	1e-5	0.265439	6	27
PI_560946	Bolivia	joco.	Cucurbita moschata	Fruit elongated, pear shaped, 40cm long, 13cm max. diam., very slightly ribbed. Color dark green with flesh-colored spots and speckles. Flesh stringy, orange. Seeds off-white with tan border. Grown locally, purchased in store.	NA	Cultivated material	South/Latin America	0.667555	0.024877	1e-5	1e-5	0.140387	0.167161	6	15
PI_560952	Bolivia	joco.	Cucurbita moschata	Elongate squash, 50cm long, 8cm diam., slightly twisted, slightly ribbed. Color light green variegated with yellow, turning mostly yellow when ripe. Peduncle woody, ribbed, flared at insertion. Flesh thick, firm, light orange. Seeds light brown, 1cm long. Ovary only in distal half of fruit, proximal half solid. Grown locally.	NA	Cultivated material	South/Latin America	0.765806	0.030972	1e-5	1e-5	0.081272	0.12193	6	16
PI_634692	Yemen	Grif 1573	Cucurbita moschata	NA	NA	NA	Arab States	1e-5	1e-5	0.860694	1e-5	0.139266	1e-5	5	58
PI_634706	Sri Lanka	CP-00-01	Cucurbita moschata	Large fruited.	NA	Uncertain improvement status	Asia	1e-5	1e-5	0.99995	1e-5	1e-5	1e-5	5	72
PI_209116	Puerto Rico	NA	Cucurbita moschata	NA	NA	NA	NA	0.523342	0.060279	0.405951	1e-5	1e-5	0.010407	5	47
PI_209117	Puerto Rico	NA	Cucurbita moschata	NA	NA	NA	NA	0.168697	0.182543	0.385633	0.124397	0.076559	0.062171	6	36
PI_448806	NA	NA	wrong PI	NA	NA	NA	NA	1e-5	0.465724	0.007655	0.06082	1e-5	0.465781	1	285
PI_357918	Serbia	NA	Cucurbita moschata	NA	NA	NA	NA	0.512047	1e-5	0.487913	1e-5	1e-5	1e-5	5	46
PI_458650	Suriname	PRT 1	Cucurbita moschata	Fruit ovate to round, 15.2-30.5cm diameter, green with greenish-yellow blotches. Flesh 2.5-5.1cm thick, orange.	NA	Cultivated material	NA	0.600573	0.318289	1e-5	1e-5	0.022099	0.059019	6	4
PI_536494	Maldives	KLM-1689	Cucurbita moschata	NA	NA	NA	NA	1.2e-5	1e-5	0.448061	0.043769	0.010113	0.498035	1	275
PI_550689	United States	CANADA CROOKNECK (87-1)	Cucurbita moschata	Variety which spontaneoulsy gave rise to the first butternut-type squash. Only recorded instance of spontaneous change from crookneck to butternut fruit	Neck	Cultivar	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_550690	United States	DERIVED CROOKNECK (87-2)	Cucurbita moschata	Crookneck line derived from the self progeny of a rouge crookneck plant in a population of the unstable cultivar Butternut	Neck	Breeding material	North America	NA	NA	NA	NA	NA	NA	NA	NA
Black_Futsu	NA	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
Burpees_Butterbush	NA	NA	Cucurbita moschata	NA	Neck	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chirimen	NA	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI_550694	United States	REGULAR BUTTERNUT (87-5)	Cucurbita moschata	A direct descendent from the original cultivar Butternut. Unstable for butternut type fruit. Must be rogued at flowering by examination of ovary shape	Neck	Cultivar	North America	NA	NA	NA	NA	NA	NA	NA	NA
Greek_Sweet_Red	NA	NA	Cucurbita moschata	NA	Neck	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI_634982	United States	Waltham Butternut	Cucurbita moschata	NA	Neck	Cultivar	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_604505	United States	KENTUCKY FIELD	Cucurbita moschata	"Info. from Asgrow cat. No. 19 (1957) -- (NSSL application shows notation of ""obsolete""). Length in inches - 10-18. Dia. in inches - 13. 120 days. Widely used for canning and suitable for stock feed. Fruits variable in shape, but usually deeper than they are wide, tapered at ends, 10-15 lb. Rind smooth, dull orange-yellow, distinctly sutured, thin, hard. Flesh thick, coarse, deep yellow, sweet."	Cheese	Cultivar	North America	NA	NA	NA	NA	NA	NA	NA	NA
Violina_Rigosa	NA	NA	Cucurbita moschata	NA	Neck	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI_550693	United States	PONCA CR (87-6)	Cucurbita moschata	Part of isogenic set derived from hand pollinator of 2 branches of a rare dimorphic plant in a field of Ponca Butternut. Produces mostly Crookneck type fruit. Only crookneck line that produces dimorphic and Crookneck F1 progeny when used to pollinate a stable butternut cultivar	Neck	Breeding material	North America	NA	NA	NA	NA	NA	NA	NA	NA
PI_653064	Africa	Nigerian Local	Cucurbita moschata	NA	NA	Cultivar	Africa	NA	NA	NA	NA	NA	NA	NA	NA
PI_550692	United States	PONCA BN (87-4)	Cucurbita moschata	Part of isogenic set derived from hand pollinator of 2 branches of a rare dimorphic plant in a field of Ponca Butternut. Relatively stable producer of butternut type fruit	Neck	Breeding material	North America	NA	NA	NA	NA	NA	NA	NA	NA
Thai_Rai_Kaw_Tok	NA	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI_634704	United States	HERCULES	Cucurbita moschata	Large butternut, thick neck, sometimes dumb-bell shape.  Tan skin, bright orange flesh; rather late.	Neck	Cultivar	North America	NA	NA	NA	NA	NA	NA	NA	NA
Fairytale	NA	NA	Cucurbita moschata	NA	Cheese	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI_604506	United States	Large Cheese	Cucurbita moschata	"Info. from Corneli cat. No. 14 -- 110 days. Uses - Home, market and canning. Derives name from the cheese box shape of fruits. Fruit 7"" deep, 15 inches in dia., sometimes larger. Weigh 12 to 15 lbs. Very flat shape, slightly grooved. Shell hard. Skin deep yellow. Flesh fairly thick, of fine quality and flavor. Orange-yellow."	Cheese	Cultivar	North America	NA	NA	NA	NA	NA	NA	NA	NA
Tromboncino	NA	NA	Cucurbita moschata	NA	Neck	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
Teot_Bat_Put	NA	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
Meot_Jaeng_I_Ae	NA	NA	Cucurbita moschata	NA	NA	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thai_Kang_Kob	NA	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seminole	NA	NA	Cucurbita moschata	NA	Neck	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI_600843	United States	BUNUTKIN	Cucurbita moschata	NA	Neck	Cultivar	North America	NA	NA	NA	NA	NA	NA	NA	NA
Shishigatani	NA	NA	Cucurbita moschata	NA	NA	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI_595436	Puerto Rico	FORTUNA	Cucurbita moschata	NA	Calabaza	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI_483345	South Korea	Aehobag F1	Cucurbita moschata	Maturity early.	NA	Cultivar	Asia	NA	NA	NA	NA	NA	NA	NA	NA
PI_483346	South Korea	Sachul F1 (Oriental Wonder)	Cucurbita moschata	Maturity early.	NA	Cultivar	Asia	NA	NA	NA	NA	NA	NA	NA	NA
Kogiku	NA	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
La_Estrella	NA	NA	Cucurbita moschata	NA	Calabazo	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kikuza	NA	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA	NA	NA	NA	NA	NA	NA	NA	NA
