gid,PC1,PC2,PC3,PC4
PI_615094,0.00665114960686416,-0.0234634582843689,-0.006433578417323,-0.000319156455664059
PI_615093,-0.0798441360692688,0.0179778744696611,0.00146346780999907,0.0161473547843365
Ames_26875,-0.0921921993822965,0.0155306127853843,0.0114818288255653,0.0230924577780798
PI_141660,0.0125594468030386,-0.0117703114822871,-0.0025922589409828,-0.00136894891514818
Ames_26878,-0.095892456482402,0.0163348789283622,0.016428635039702,0.0223801149677274
Ames_26879,-0.0844483535286676,0.0178157267547054,0.005940025696581,0.0250891347233201
PI_141666,0.0135208110553348,-0.0504465758281834,0.0472584009513825,0.00264967989856726
PI_615087,-0.0773238095933369,0.0128131386209304,0.00142079396953259,0.0165736936355667
PI_615086,-0.0528360293325719,-0.00218830345326464,0.00341604643566094,0.012919074946915
PI_615089,0.0132808652462116,-0.0599389449284147,0.0590302797665941,-0.000505859464051771
PI_615088,-0.00415067035383729,0.0193040674796592,-0.0338224800930738,-0.0192965839350389
Ames_26883,-0.0977927989989745,0.0159397305578105,0.016081559087851,0.0280025369529621
Ames_26882,-0.0982198611252848,0.0164453522986925,0.0166759411333178,0.0249593957162882
Ames_26887,-0.103338441596116,0.0161617308327252,0.012408993895462,0.0283347524358284
Ames_26888,-0.0994351187526907,0.0175844362172065,0.0127820304646119,0.0247592159476084
Ames_26885,-0.0965109660932183,0.0147056116082351,0.0117864666348409,0.0277619013849548
Ames_26889,-0.0982511051900954,0.017958569151717,0.0164949101668851,0.0271568442857501
PI_222100,0.0131615536725007,-0.012141014307472,-0.0179773116983769,-0.00559337161525819
PI_512751,0.0243447021752574,0.0493236306579996,-0.0173461401715314,0.0426515868484238
PI_512750,0.0254159962507528,0.0511337021645288,-0.0293125902732018,0.0393791288963615
PI_512755,0.0259623557206126,0.0544137029089378,-0.0280415854642637,0.0422141540756121
Ames_26890,-0.096657625924662,0.0166620729481878,0.0131673557820023,0.0217729006608084
Ames_26891,-0.10149366488092,0.0157026189421848,0.015897995765497,0.0287409589540679
PI_512754,0.0233363667232439,0.0506815550612523,-0.0271034847391302,0.0391249122984882
PI_512753,0.024961240720993,0.0500765126406796,-0.02322694540069,0.041337497885151
PI_512752,0.0234332640605267,0.045602552921036,-0.0199545848674958,0.0392648790666138
Ames_26894,-0.102700499958921,0.0173872447072221,0.0150679941376903,0.0274686888368308
Ames_26892,-0.106966101209687,0.017290777499823,0.0202033116614571,0.0262082822518893
PI_512757,0.0097429211723352,0.00141674736675817,-0.0656828537192101,-0.0235679501313439
Ames_26893,-0.0994632378979002,0.0162811455803185,0.0152700673379958,0.022660784867724
PI_212214,0.0121141171836827,-0.0180626608557209,-0.0290357341144738,-0.0191675235720352
PI_532356,-0.0642608810974891,0.0695628609303313,0.0420035391908087,-0.3262418922614
PI_532355,-0.0674885742191495,0.0766208527264589,0.0502551978300261,-0.349874502832965
PI_165018,0.0162827680137197,-0.039594535766861,0.0209398895892327,0.000845059535347254
PI_532354,-0.0579756161387535,0.0737901901337638,0.0469965883649746,-0.316118442365016
PI_318830,0.0358301742703399,0.0529458004455528,0.0116505526816301,0.0467529891875157
PI_232072,-0.0126864278858149,0.00939577744472416,-0.040975177349009,-0.0120088847313117
PI_234252,0.012273574423492,0.00997843146198896,-0.0441604283304508,-0.0141351497554209
PI_181758,0.000262301070260005,-0.0258544024839667,0.0136522520686394,0.00487746311450079
PI_261610,0.0155409653958133,0.0289445134322249,-0.0220423310728818,0.00612357473597677
PI_181759,-0.033313126939458,-0.00975002446749091,0.00195147403921459,0.0121027308312178
PI_181757,-0.035540859372324,-0.00539603932703092,-0.000554791933749167,0.0101127627989739
PI_222246,0.0122020888930333,-0.0462578719145244,0.0413548925661562,0.00128703390724692
PI_222247,-0.0652947609609739,0.0156590449828028,-0.00487830640672004,0.00794572982748915
PI_165004,0.0135272438596661,-0.0243920754453217,0.00884489498862487,-0.00125705520984702
PI_174195,0.00267827348368178,-0.0459044886322453,0.0386244072651236,0.00481800866836802
PI_174190,-0.0290629131865204,-0.0261676345670841,0.0227017062927339,0.00459838438414203
PI_285611,0.0117643782714174,-0.00352816351079557,-0.0468248137459299,-0.0216618358792807
PI_174192,0.00635220679269699,-0.0269244813368409,0.0139702731542158,-0.00041785139203252
PI_199015,0.0126149546398713,-0.016121894865928,-0.0248767586701626,-0.00243646336731931
PI_512739,0.0207610458439439,0.0361841614769253,-0.0300584060424587,0.0085366570387355
PI_512744,-0.0960386510349516,0.0182019470492611,0.0118902374001677,0.026090125830252
PI_512741,0.0204122741762796,0.0363917183075317,-0.0360463342636268,0.0157893987296697
NSL_180768,-0.083411503411767,0.0134882978881165,0.00426956223089608,0.021407056974789
PI_512749,0.0216737112034575,0.0443794790595441,-0.0192278263895168,0.0284025628044712
PI_165023,0.0135242704405833,-0.027898996318904,0.0125306632069504,-0.00342765177719313
PI_223352,0.0124303066074536,-0.0390593163696059,0.0248906719876483,-0.00138460795122325
PI_318826,0.0324965690070751,0.0455121283090661,-0.00601379696982242,0.0301811365047879
PI_223354,0.0114061178761033,-0.0305320891407303,0.0228060630622393,0.00433852699222336
PI_212012,0.0128841348731968,-0.0410394593628226,0.0341527663119554,0.000476759021380359
PI_212013,0.0118729965833376,-0.0447625475477683,0.0497295176453077,0.000429343358704011
PI_512794,0.0145355008371992,0.00230047910290508,-0.0339738387860067,-0.0101307021034115
PI_512793,0.00905844464778037,0.0033688582411657,-0.071554722119309,-0.0317698486334589
PI_212014,0.0104889257617741,-0.032066816675023,0.0135444697270606,-0.00713902627312075
PI_512799,0.0246429478085317,0.0529964039207968,-0.0258989773229629,0.0430775452945849
PI_212010,0.0160634594483185,-0.00527992351102512,-0.017642653800112,-0.000850428825088413
PI_181944,0.00296900549068537,-0.0345519096003463,0.0230192117305393,-0.00230390293401453
PI_512796,0.0107405730703386,0.0445665666148574,-0.0252388903496681,-0.0131421750415728
PI_174179,0.0167636633281475,-0.010447766112912,-0.0137136498949674,-0.00440230794474075
PI_174178,-0.098419175521497,0.0133759445693844,0.0159475543596599,0.0267036619692574
PI_256063,0.00809072140425859,-0.0351131529967317,0.0256948494367705,0.000780129989747994
PI_256064,0.00879236686516312,-0.0392727698526212,0.0246817098565947,0.00185659041146072
PI_212001,0.00984394116674924,-0.0309098326797663,0.0183173784886805,-0.000564761998993296
PI_174184,0.00911617955649927,-0.0467719205057518,0.0367986462039634,-0.00404327764290355
PI_534572,-5.26584074068571e-05,-0.0164480753065509,-0.00312548856216325,8.66466049712174e-05
PI_212002,0.00649966860675346,-0.0115276075084448,-0.0110762114177691,-0.000858712036553305
PI_174183,0.0137937940440803,-0.0553469871323306,0.0441095878797819,0.00152014469958394
PI_174186,0.006889369320563,-0.0514039743436688,0.045606853367878,0.00324886867375788
PI_212003,0.00941106335286104,-0.0108653343443508,-0.0195637858196063,-0.00366864574774354
PI_174185,-0.00330852344056126,-0.0432941591601406,0.0411228659339444,0.00460295499171796
PI_212004,0.00587640621648531,-0.0057425824787516,-0.0135798973482239,-0.00520833966242898
PI_174180,0.00584788130076716,-0.0411842098293047,0.0324360756510226,0.00261769540805585
PI_174182,0.00832488193846372,-0.0442736265074905,0.0309912490312547,-0.00491872672548602
PI_212000,0.0187208707345381,-0.002886558906495,-0.0186996961551211,0.00781064045255869
PI_212005,0.0107916117300981,-0.0470389435929175,0.0418627288021316,0.00757989581934883
PI_174188,-0.0329823248057837,-0.0187404621325077,0.0158510475188151,0.00385828574627538
PI_212006,0.00858202867402594,-0.0433694465842046,0.0382210467358931,0.00424810536700415
PI_174187,-0.0283373863478407,-0.0244502173272665,0.0242500850898707,0.0100406319639797
PI_212007,0.0111754024068645,-0.0334904466812843,0.0166890286099674,-0.00284355479032721
PI_174189,0.00533481844763532,-0.0454026463855041,0.0395098055459179,0.00626661008669373
PI_212008,0.00928099647149751,-0.0437607595924128,0.0296754745061951,0.00154603438447562
PI_512773,0.0145664858428697,0.0239100306625535,-0.0322154720107795,-0.00349126552348799
PI_534561,-0.0296489949251867,-0.00821532374946675,-0.000500388167886457,0.00300856834287752
PI_534562,0.00906558117223074,-0.0154369144160596,-0.0116502992015854,0.00274345373491921
PI_534563,0.00707288671512039,-0.00757785924626026,-0.0435856351672186,-0.0126137236069255
PI_534564,-0.0117436195156957,-0.0121002075148589,-0.0167605664172096,-0.0047743474978028
PI_534565,-0.0204074460446958,-0.0073667630755994,-0.0111333678004962,0.0017135118781715
PI_534566,0.00628992264709974,-0.0132940032007319,-0.0119747365568833,0.00440247255550416
PI_512776,0.0175094137672848,0.0339851326329248,-0.0225863609437063,0.00468032775519244
PI_534567,0.00831192861877991,-0.00535352508892737,-0.0346130711947375,-0.00865626543369727
PI_534568,-0.0127543463165529,-0.00920602204233129,-0.00400442869002478,0.00300578537360776
PI_534569,0.00730233929303503,-0.00790513453891765,-0.0397668571424669,-0.0149317556214173
PI_512779,0.0110324091092151,0.0149179967392779,-0.0649884537992453,-0.0254349789203234
PI_291254,0.01208220932658,-0.0290462244606864,0.00233010669139243,-0.00400459011896414
PI_293433,0.00833991009522397,-0.0199973043905227,-0.00970825455990407,0.00266245734857393
PI_512780,0.0120738112951922,0.00585422313845618,-0.0643953818253132,-0.0246973062236205
PI_534571,0.00789244697500026,-0.0188093478987182,-0.0243532154021921,-0.00501694535118675
PI_512782,0.0104919933392461,0.00791387417717896,-0.0638117115164546,-0.034935831867956
PI_512788,0.0159134935989458,0.0359572973243961,-0.0202890598134265,-0.0153779599280686
PI_512787,0.0127744437619777,0.0430770456028045,-0.0228962104350162,-0.0132264980345036
PI_512785,0.00925096477151769,0.00340790685490953,-0.0725187004595554,-0.0322701716815631
PI_534557,0.00676983352684622,-0.0199805835439791,-0.00328854871336132,0.00274511375432708
PI_534558,0.00622063160561747,-0.0113592358035214,-0.00988765056916368,0.00669559764308409
PI_534559,0.00606229259837903,-0.0122966943495815,-0.0331754901434255,-0.00705046788862304
PI_512789,0.00061500082907642,0.0443993202514666,-0.0249522070268951,-0.106955948951895
PI_532389,-0.0322849474953199,0.0424823017472491,-0.0380902879317908,-0.210293626017899
PI_532385,0.0290399239012874,0.045947861269388,0.00524247920697581,0.0390538696163951
PI_534560,0.00788502208004239,-0.0160154370842504,-0.00979512563819808,0.00194877541042942
PI_179268,0.0100483065045837,-0.0471672584073489,0.0482405714514084,0.00326802330363109
PI_179267,0.011057926468021,-0.0462740229727988,0.0324154602539309,-0.000592215439374314
PI_615111,-0.0788649331528314,0.0124060509934849,0.00367275091669353,0.0195182001363669
PI_357928,0.0124765410145152,-0.00673808305197444,-0.0258532802247577,-0.00310125377403836
PI_357929,0.016504036589295,-0.00582182890285094,-0.0262752950621056,-0.00241169707072121
PI_615110,-0.00964704334413485,0.0141674764028462,-0.0297631312912525,-0.0113459743525317
PI_615113,-0.0011582048091252,0.0176275345178947,-0.0314931359762371,-0.0171758604912203
PI_615112,0.00894741598148471,-0.0157926311730998,-0.0102003125279867,0.00494105325437439
PI_302418,-0.0246641471883338,0.0125719854253074,-0.0257925581524394,-0.0110118771230814
PI_172871,0.0110544299141012,-0.0551361202378426,0.0437197520853688,-0.00110797913282368
PI_172872,-0.0406646424491666,-0.0183178220216061,0.014329740891869,0.00544507807974785
PI_172873,-0.00547288591392025,-0.020670497534797,0.00520104708083306,0.00262751099231906
PI_172874,0.00525749177086524,-0.0262430851220463,0.00725924626950038,-0.00371548274905672
PI_438575,0.0369356602188547,0.10107336676513,0.123212933171038,-0.0510400686110803
PI_179269,0.00963936585899228,-0.0377373367423765,0.0251555303752387,0.00178948524792451
PI_172870,0.0094406148769583,-0.04900612458218,0.0461339418500652,0.00298602722941606
PI_169458,0.00982885922130577,-0.0275941118084986,0.013150657761964,-0.0014186993600093
PI_169457,0.0091301981982564,-0.0386588132743001,0.0281185160740207,-0.00111183131825765
PI_601193,-0.0652264503104768,0.0137194853920108,9.70949296010028e-05,0.0191771103024033
PI_169459,0.00698624610877803,-0.0295206766822294,0.0149676008150039,0.00170383647664272
PI_172875,0.0121396111379092,-0.0265291977960407,0.00877579691158338,0.000758395873504194
PI_418966,0.0119028087105399,-0.00153096513469641,-0.0579571328270366,-0.0190618547272795
PI_506468,0.00487567729200635,-0.00362901796841232,-0.0435063675801697,-0.0232858431994687
PI_506467,0.00633518066234681,0.00950130593627061,-0.0551132002141181,-0.0250296708342712
PI_357924,0.00937511050587263,-0.0357707685241872,0.0225220374544541,0.00251764479034182
PI_179271,0.012085464662239,-0.0408842136184234,0.0259179297870352,0.0024000060210225
PI_169450,0.0111555022856687,-0.0351257713239984,0.022145691975042,-0.00131952436646734
PI_615104,0.00868411973849034,0.00324795923235289,-0.0513445416626978,-0.0205414692389263
PI_179270,0.00936502469499569,-0.0201185109172324,-0.00407594067501422,-0.00441948939774338
PI_615103,0.00936985471261613,0.00310512483969359,-0.0628970307488676,-0.0368387880957666
PI_357925,0.0121137795825372,-0.0483339258689076,0.0426801315328687,0.0037722139847663
PI_212060,0.0111968034757097,-0.0201898534070344,-0.0262328953768436,-0.0144603361791246
PI_169452,0.00840339640668701,-0.0139286989677226,-0.022315295003208,-0.00701598314409954
PI_615106,-0.00151162200116219,0.0140325552491861,-0.0265782876329198,-0.00558176208490364
PI_357926,0.0110659298559538,-0.0155922666659268,-0.0248915454233678,-0.0115359024372733
PI_615105,0.0170074298478924,0.00838568353831876,-0.0515183672752945,-0.0150301629747535
PI_357927,0.00814439012060724,-0.0099296163339662,-0.020199090116133,-0.00667192705735708
PI_169451,0.0112840905750059,-0.0233212780309436,-0.00315883418784228,-0.00166359917570295
