country	accession_id	accession_name	taxonomy	narrative	cultivar_class	improvement_status	region
Turkey	PI_169436	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.  Market, Akhisar, Manisa.	NA	Landrace	Europe
Turkey	PI_169437	Pestel Kabak	Cucurbita pepo	Kabak = pumpkin/squash.  Market, Akhisar, Manisa.	NA	Landrace	Europe
Turkey	PI_169438	2167	Cucurbita pepo	Seed stores and markets, Soma, Manisa Province. Originally from Siman, Balikesir.	NA	Landrace	Europe
Turkey	PI_169425	Ufak Kabak	Cucurbita pepo	Small type.  From tree nursery, Burdur, Burdur.  Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_176551	9558	Cucurbita pepo	Grain market, Eskisehir, Eskisehir.	NA	Landrace	Europe
Turkey	PI_169445	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.  Seed store, Istanbul, Istanbul.	NA	Landrace	Europe
Turkey	PI_169446	2359	Cucurbita pepo	Seed store, Istanbul.	NA	Landrace	Europe
Turkey	PI_169447	Kolsus Sakiz	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_165081	Kabuksuz Kabak	Cucurbita pepo	Kabak = pumpkin. (Kabuksuz = unshelled; without shell, skin, bark.)	NA	Landrace	Europe
Turkey	PI_169430	1878	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_169431	Sakiz Kabagi	Cucurbita pepo	Sweet type.  Sakiz Kabagi =vegetable marrow pumpkin.	Marrow	Landrace	Europe
Turkey	PI_169451	2568	Cucurbita pepo	Seed stores, Kirklareli, Kirklareli.	NA	Landrace	Europe
Turkey	PI_172863	Kedo	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_167053	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_169454	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_167097	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_169442	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed stores and markets, Soma, Manisa Province.	NA	Landrace	Europe
Turkey	PI_175706	5998	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_167243	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_167364	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_172874	Dolmalik	Cucurbita pepo	Gardener, Elbistan Maras.	NA	Landrace	Europe
Turkey	PI_344357	Kolsus	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_175710	Dolma	Cucurbita pepo	Market, Yozgat, Yozgat.	NA	Landrace	Europe
Turkey	PI_169450	Dolmalik	Cucurbita pepo	Seed stores, Kirklareli, Kirklareli.	NA	Landrace	Europe
Turkey	PI_173685	8646	Cucurbita pepo	Winter type. Seedsman, Malatya, Malatya.	NA	Landrace	Europe
Turkey	PI_173684	Dolmalik	Cucurbita pepo	Seedsman, Malatya, Malatya.	NA	Landrace	Europe
Turkey	PI_169420	1508	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_176547	9393	Cucurbita pepo	Winter type. Market, Aksehir, Konya.	NA	Landrace	Europe
Turkey	PI_169422	Ak Kabak	Cucurbita pepo	Long white type.  Market, Korkuteli. Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_169472	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed stores, Bursa.	NA	Landrace	Europe
Turkey	PI_176550	9543	Cucurbita pepo	Market, Bilecik, Bilecik.	NA	Landrace	Europe
Turkey	PI_169474	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed store, Bursa.	NA	Landrace	Europe
Turkey	PI_176552	9561	Cucurbita pepo	Cooking type.	NA	Landrace	Europe
Turkey	PI_169476	Kara Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed exhibit, Adapazari, Kocaeli.	NA	Landrace	Europe
Turkey	PI_169477	Dolmalik	Cucurbita pepo	Originally from Dortyol.	NA	Landrace	Europe
Turkey	PI_169478	3822A	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_171621	6585	Cucurbita pepo	Sweet type.	NA	Landrace	Europe
Turkey	PI_171622	Dolmalik	Cucurbita pepo	Seed dealer, Kastamonu, Kastamonu.	NA	Landrace	Europe
Turkey	PI_171623	6712	Cucurbita pepo	Sweet type. Seed dealer, Samsun, Samsun.	NA	Landrace	Europe
Turkey	PI_171625	6789	Cucurbita pepo	Sweet type. Seedsman, Amasya, Amasya.	NA	Landrace	Europe
Turkey	PI_177370	Dolmalik	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_177372	Dolmalik	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_177374	Cegirdigi	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_175704	Pumaha	Cucurbita pepo	Sweet type pumpkin.	NA	Landrace	Europe
Turkey	PI_177376	Bal	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_230181	NA	Cucurbita pepo	Fruits globose, sharply ribbed; color dark green, 3.5 inches in diameter; flesh light orange, about 0.66 inch thick.	NA	Landrace	Europe
Turkey	PI_175707	6048	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_165047	Dolma kabagi	Cucurbita pepo	Pumpkin.	NA	Landrace	Europe
Turkey	PI_175709	Dolma	Cucurbita pepo	Market, Yozgat, Yozgar.	NA	Landrace	Europe
Turkey	PI_169448	Sakiz Kabagi	Cucurbita pepo	Sakiz Kabagi = vegetable marrow pumpkin. Agricultural school, Cayirova, Kocaeli.	NA	Landrace	Europe
Turkey	PI_179268	Skiz	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_175712	9146	Cucurbita pepo	Dark colored type. Seed dealer, Kayseri, Kayseri.	NA	Landrace	Europe
Turkey	PI_175713	9544	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_167042	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_176532	9564	Cucurbita pepo	Yellow type pumpkin.	NA	Landrace	Europe
Turkey	PI_176533	8811	Cucurbita pepo	Sweet type pumpkin.	NA	Landrace	Europe
Turkey	PI_176535	8857	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_167199	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_176536	Bal	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_176537	Sakiz	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_176538	Dolma	Cucurbita pepo	Seed dealer, Sivas, Sivas.	NA	Landrace	Europe
Turkey	PI_176539	8997	Cucurbita pepo	Seed dealer, Sivas, Sivas.	NA	Landrace	Europe
Turkey	PI_169414	3387	Cucurbita pepo	Squash. Black type. Received as Cucurbita moschata.	NA	Landrace	Europe
Turkey	PI_169416	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.  From agricultural school, Bornova, Izmir.	NA	Landrace	Europe
Turkey	PI_169417	1461	Cucurbita pepo	Seed store, Manisa, Manisa.	NA	Landrace	Europe
Turkey	PI_176545	Kolsus	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_169467	3290	Cucurbita pepo	Originally from Istanbul.	NA	Landrace	Europe
Turkey	PI_169468	3333	Cucurbita pepo	Large type.	NA	Landrace	Europe
Turkey	PI_169469	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_176548	Sakiz	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_169473	3517	Cucurbita pepo	Originally from Ulu Dag.	NA	Landrace	Europe
Turkey	PI_267758	Saki Kabagi	Cucurbita pepo	Plants vigorous, early maturing; half-runner; leaves 15-pointed; fruit cream colored, 12 ridged, 14 by 4 inches; flesh deep.  Some resistance to powdery mildew.	NA	Uncertain improvement status	Europe
Turkey	PI_169475	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed exhibit, Adapazari, Kocaeli.	NA	Landrace	Europe
Turkey	PI_178896	5579	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_183678	Adana	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_176959	Dolma	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_185033	10912	Cucurbita pepo	Dark colored type.	NA	Landrace	Europe
Turkey	PI_176962	Gomleksiz	Cucurbita pepo	Seeds without hull and oily.  Seed dealer, Konya, Konya.	NA	Landrace	Europe
Turkey	PI_176964	Sakiz	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_176965	Bal	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_177369	4394	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_171627	Erken	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_171628	6962	Cucurbita pepo	Dark-colored type.	NA	Landrace	Europe
Turkey	PI_177375	Bal	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_171631	7059	Cucurbita pepo	Sweet type.	NA	Landrace	Europe
Turkey	PI_169443	Tezce	Cucurbita pepo	Early type. From garden of Ali Kucuk Kirca, Bergama.	NA	Landrace	Europe
Turkey	PI_169459	2867	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_178897	5585	Cucurbita pepo	Fruit dark colored.	NA	Landrace	Europe
Turkey	PI_178898	9659	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_172857	Dolma	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_172858	7434	Cucurbita pepo	Fruit dark colored.	NA	Landrace	Europe
Turkey	PI_179269	5015	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_179270	5911	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_179271	6033	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_169453	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed store, Babaeski, Kirklareli.	NA	Landrace	Europe
Turkey	PI_179274	10105	Cucurbita pepo	Common type.	NA	Landrace	Europe
Turkey	PI_176534	Amasya	Cucurbita pepo	Seed dealer, Amasya.  Originally from Amasya, Amasya.	NA	Landrace	Europe
Turkey	PI_172870	8232	Cucurbita pepo	Seed dealer, Urfa, Urfa.	NA	Landrace	Europe
Turkey	PI_169458	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_267759	Murdurlugu	Cucurbita pepo	Plants vigorous, bush type, early maturing; fruit cream orange, oblong, 10-ridged, 18 by 4 inches; flesh deep; seed cavity small. Susceptible to powdery mildew.	NA	Uncertain improvement status	Europe
Turkey	PI_169460	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Mayor's garden, Canakkale.	NA	Landrace	Europe
Turkey	PI_169461	2948	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_172875	Mentise	Cucurbita pepo	Seed dealer, Elazig, Elazig.	NA	Landrace	Europe
Turkey	PI_169463	3103	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_169464	Kara Kabak	Cucurbita pepo	Black type. Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_173683	7984	Cucurbita pepo	Sweet type.	NA	Landrace	Europe
Turkey	PI_169465	Dolmalik	Cucurbita pepo	Originally from Calova.	NA	Landrace	Europe
Turkey	PI_176546	Dolmalik	Cucurbita pepo	Market, Aksehir, Konya.	NA	Landrace	Europe
Turkey	PI_182199	Dolmalik	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_182200	10442	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_169423	Bahce	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_182202	10575	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_171633	Dolmalik	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_171635	Dolmalik	Cucurbita pepo	Seed store, Kars, Kars. Originally from Amasya.	NA	Landrace	Europe
Turkey	PI_171636	7041	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_185032	10910	Cucurbita pepo	Sweet type.	NA	Landrace	Europe
Turkey	PI_206426	879	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_179267	Dolmalik	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_172860	7519	Cucurbita pepo	Sweet type.	NA	Landrace	Europe
Turkey	PI_172861	Dolmalik	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_344359	Gririt	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_171626	Dolmalik	Cucurbita pepo	Seedsman, Tokat, Tokat.	NA	Landrace	Europe
Turkey	PI_199015	Selection from PI 172853	Cucurbita pepo	Separation from Cucurbita maxima, PI 172853.	NA	Landrace	Europe
Turkey	PI_171629	6976	Cucurbita pepo	Seed dealer Unye, Ordu.	NA	Landrace	Europe
Turkey	PI_204694	179	Cucurbita pepo	Kayseri bazaar.	NA	Landrace	Europe
Turkey	PI_172871	Dolmalik	Cucurbita pepo	Seed dealer, Urfa, Urfa.	NA	Landrace	Europe
Turkey	PI_172872	Dolma	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_172873	Dolma	Cucurbita pepo	Seedsman, Maras, Maras.	NA	Landrace	Europe
Turkey	PI_172406	Dolmalik	Cucurbita pepo	Agricultural agent, Bayburt, Gumusane.	NA	Landrace	Europe
Turkey	PI_344356	Kolu Kara Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe
Turkey	PI_173680	7873	Cucurbita pepo	Governer's garden, Hakari, Hakari.	NA	Landrace	Europe
Turkey	PI_173681	Yumurta	Cucurbita pepo	Fruits 2 inches in diameter. Many fruit per plant.  Received as Cucurbita pepo var. ovifera.	NA	Landrace	Europe
Turkey	PI_176544	9275	Cucurbita pepo	Grain market, Ereyli, Konya.  Originally from Mersin, Icel.	NA	Landrace	Europe
Turkey	PI_344358	Kose Seker	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_172866	7792	Cucurbita pepo	Sweet type. From seed dealer, Van, Van.	NA	Landrace	Europe
Turkey	PI_172867	Dolmalik	Cucurbita pepo	From seed dealer, Mardin, Mardin.	NA	Landrace	Europe
Turkey	PI_172868	8129	Cucurbita pepo	Fruit dark-colored. From seed dealer, Mardin, Mardin.	NA	Landrace	Europe
Turkey	PI_169456	Kestane	Cucurbita pepo	Seed store, Luleburgaz, Kirklareli.	NA	Landrace	Europe
Turkey	PI_176549	Dolmalik	Cucurbita pepo	Seed dealer, Kutahya, Kutahya.	NA	Landrace	Europe
Turkey	PI_182203	10653	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_204696	423	Cucurbita pepo	Malatya bazaar.	NA	Landrace	Europe
Turkey	PI_344354	Sakiz	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_175708	6066	Cucurbita pepo	Sweet type.	NA	Landrace	Europe
Turkey	PI_204698	432	Cucurbita pepo	Malatya bazaar.	NA	Landrace	Europe
Turkey	PI_206956	741	Cucurbita pepo	Bazaar, Giresun.	NA	Landrace	Europe
Turkey	PI_206957	945	Cucurbita pepo	Harasi Farm, Eskisehir.	NA	Landrace	Europe
Turkey	PI_182201	Dolma	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_182198	Kundur	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_175714	Acir	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_406678	NA	Cucurbita pepo	Thin skinned (skinless).	NA	Landrace	Europe
Turkey	PI_204697	431	Cucurbita pepo	Malatya bazaar.	NA	Landrace	Europe
Turkey	PI_267756	Dolma	Cucurbita pepo	Accession PI 174167 received as mixture of Cucumis sativus and Cucurbita pepo - C. pepo given new number.  Plants vigorous, midseason variety, much branched; vines to 20 feet long; fruit deep tan, bowling pin or pear shaped; rind hard; good keeper, excellent quality.	NA	Uncertain improvement status	Europe
Turkey	PI_204695	419	Cucurbita pepo	Malatya bazaar.	NA	Landrace	Europe
Turkey	PI_344070	22374	Cucurbita pepo	Cultivated for edible seeds.	NA	Cultivated material	Europe
Turkey	PI_176543	Dolma	Cucurbita pepo	Seed handler, Nigde, Nigde.	NA	Landrace	Europe
Turkey	PI_204693	176	Cucurbita pepo	Kayseri bazaar.	NA	Landrace	Europe
Turkey	PI_406679	NA	Cucurbita pepo	Thin skinned (skinless).	NA	Landrace	Europe
Turkey	PI_176541	Sakiz	Cucurbita pepo	"NA"	NA	Landrace	Europe
Turkey	PI_344071	22696	Cucurbita pepo	Eaten immature.	NA	Cultivated material	Europe
Turkey	PI_169457	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed store, Luleburgaz, Kirklareli.	NA	Landrace	Europe
Afghanistan	PI_207479	12693	Cucurbita pepo	Small, round, light yellow. Received as Cucurbita moschata.	NA	Landrace	Asia
Afghanistan	PI_223773	Shir-Kadoo	Cucurbita pepo	(Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia
Afghanistan	PI_135394	5055	Cucurbita pepo	Fruit flattened, 5 by 1.75 inches; orange with indented ribs; faintly scalloped edges.	NA	Landrace	Asia
Afghanistan	PI_265560	Selection of PI 221923	Cucurbita pepo	Received as Cucurbita maxima. Plants growing at the NCRPIS and NERPIS.  This is the C. pepo component of PI 221923 (C. maxima). Vine medium in size; leaves small; fruit seven inches, globose; skin light to medium green with orange.	NA	Landrace	Asia
Afghanistan	PI_268381	288	Cucurbita pepo	Kabul bazaar.	NA	Landrace	Asia
Afghanistan	PI_256064	Mashidi pumpkin	Cucurbita pepo	"NA"	NA	Uncertain improvement status	Asia
Afghanistan	PI_222100	Kadoo-i-Kabuli (Kabuli's Pumpkin)	Cucurbita pepo	They sow its seeds in first spring. Irrigated.  Round, sweet, inside color white, outside light green with white points.  People cook it as a food. (Kadu, Kaddu, Kadoo = pumpkin/squash.)	NA	Landrace	Asia
Afghanistan	PI_256063	NA	Cucurbita pepo	"NA"	NA	Uncertain improvement status	Asia
China	PI_418966	Hua Yeh	Cucurbita pepo	Calabash. Bush small, short internodes. Fruit green, flat, round. Early maturity, high yield.	NA	Cultivated material	Asia
China	PI_93458	NA	Cucurbita pepo	Commercial varieties, collected in Harbin in March 1931, and introduced for the use of department specialists.  Seeds purchased through Peter Liu, Peiping. Received May 22, 1931.	NA	Cultivar	Asia
China	PI_192941	Salad Melon Special	Cucurbita pepo	"NA"	Spaghetti	Cultivar	Asia
China	PI_427095	NA	Cucurbita pepo	Leaves pubescent. Fruit oblong, dark green. Growth period 50 to 60 days.	NA	Uncertain improvement status	Asia
China	PI_157099	Duck	Cucurbita pepo	Cushaw. Received as C. moschata, reid 07/15/1960.	NA	Landrace	Asia
China	PI_136448	Summer Squash	Cucurbita pepo	Summer squash.	NA	Landrace	Asia
China	PI_291254	174	Cucurbita pepo	Early Chinese white vegetable marrow.	NA	Landrace	Asia
Iran	PI_212013	14	Cucurbita pepo	"NA"	NA	Landrace	Asia
Iran	PI_143329	7975	Cucurbita pepo	Fruit flattened 9 inches long, 5 inches in diameter, orange yellow, splotched orange red; a few strong ridges at stem end; flesh 1.25 inches thick, orange, firm, nearly woody, low in sugar. Good keeper.	NA	Landrace	Asia
Iran	PI_212000	1	Cucurbita pepo	"NA"	NA	Landrace	Asia
Iran	PI_355054	Mosamai	Cucurbita pepo	Reported to carry mosaic resistance.  Received as C. maxima.	NA	Landrace	Asia
Iran	PI_227298	14699	Cucurbita pepo	Market, Kazerun.	NA	Landrace	Asia
Iran	PI_141666	Kaduemasmali	Cucurbita pepo	Fruit globose.	NA	Uncertain improvement status	Asia
Iran	PI_212012	13	Cucurbita pepo	"NA"	NA	Landrace	Asia
Iran	PI_223352	Kadoo	Cucurbita pepo	Fruit small, elongate. (Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia
Iran	PI_227237	14868	Cucurbita pepo	Color greenish; cooked as a vegetable.	NA	Landrace	Asia
Iran	PI_223354	Kadoo	Cucurbita pepo	(Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia
Iran	PI_143306	7411	Cucurbita pepo	"From Koeltz's notes:fruit 10 inches long, 7 inches in diameter, heavily ridged starting at stem end and conspicuous warts over surface. Color ""pumpkin red""; netted green and orange; flesh 1.5 inches thick, orange, rather sweet."	NA	Landrace	Asia
Iran	PI_222722	Kadoo	Cucurbita pepo	Market, Kermanshah.  (Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia
Iran	PI_227299	14781	Cucurbita pepo	Market, Kerman.	NA	Landrace	Asia
Iran	PI_137896	Kadu	Cucurbita pepo	Kadu = pumpkin/squash.	NA	Landrace	Asia
Iran	PI_212014	NA	Cucurbita pepo	Mixture of C. pepo and C. moschata (PI 222760).	NA	Landrace	Asia
Iran	PI_226511	Keds	Cucurbita pepo	Market, Ahwaz.	NA	Landrace	Asia
Iran	PI_222786	Kadoo	Cucurbita pepo	(Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia
Iran	PI_212007	8	Cucurbita pepo	"NA"	NA	Landrace	Asia
Iran	PI_212005	6	Cucurbita pepo	"NA"	NA	Landrace	Asia
Iran	PI_212004	5	Cucurbita pepo	"NA"	NA	Landrace	Asia
Iran	PI_229688	15761	Cucurbita pepo	Market, Sari, Caspian plain.	NA	Landrace	Asia
Iran	PI_141660	Kadu	Cucurbita pepo	Kadu = pumpkin/squash.  Mixture.	NA	Landrace	Asia
Iran	PI_212010	11	Cucurbita pepo	Received as mixture of C. pepo and C. maxima.  C. maxima portion assigned PI 265558.	NA	Landrace	Asia
Iran	PI_222246	Kadoo	Cucurbita pepo	Market, Tehran.  (Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia
Iran	PI_296388	NA	Cucurbita pepo	Received as Cucurbita moschata, reid to C. pepo QS 61 03/1980.	NA	Landrace	Asia
Iran	PI_212008	9	Cucurbita pepo	"NA"	NA	Landrace	Asia
Iran	PI_222247	1419	Cucurbita pepo	Market, Tehran.	NA	Landrace	Asia
Iran	PI_212002	3	Cucurbita pepo	"NA"	NA	Landrace	Asia
Iran	PI_212003	4	Cucurbita pepo	"NA"	NA	Landrace	Asia
Iran	PI_229531	15377	Cucurbita pepo	"NA"	NA	Landrace	Asia
Iran	PI_212006	7	Cucurbita pepo	"NA"	NA	Landrace	Asia
Iran	PI_222721	Tokhim-i-Kadoo	Cucurbita pepo	Market, Khoy, Azerbaijan. (Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia
Iran	PI_212001	2	Cucurbita pepo	"NA"	NA	Landrace	Asia
Yemen	PI_155301	NA	Cucurbita pepo	"NA"	NA	Landrace	Arab States
South Africa	PI_442791	Little Gem	Cucurbita pepo	Fruits orange-yellow at maturity, weigh 140 to 225 grams. Flesh yellow, slightly fibrous, good taste. Most popular of all squashes in South Africa.	NA	Cultivar	Africa
South Africa	PI_234615	Long White Bush	Cucurbita pepo	"NA"	NA	Cultivar	Africa
South Africa	PI_442792	Rolet	Cucurbita pepo	Fruits remain dark green, size of large orange.	Gem	Cultivar	Africa
South Africa	PI_232072	Little Gem	Cucurbita pepo	Fruits 3.5 inches in diameter.	Gem	Cultivar	Africa
South Africa	PI_234617	Skorsie	Cucurbita pepo	Skorsie = squash	NA	Uncertain improvement status	Africa
South Africa	PI_158990	NA	Cucurbita pepo	Pumpkin	NA	Landrace	Africa
South Africa	PI_299575	Little Gem	Cucurbita pepo	"NA"	Gem	Cultivar	Africa
South Africa	PI_234614	Little Gem	Cucurbita pepo	Appears to be a mixture - some fruits look like 'Little Gem', others much larger.	Gem	Cultivar	Africa
South Africa	PI_299574	Marrow	Cucurbita pepo	Fruits shape and size variable, with distinctive knobs, mottled green when immature, deep orange when ripe, pumpkin shaped, about 7in in diameter. South Africa's most popular variety.	NA	Uncertain improvement status	Africa
South Africa	PI_234616	Long Green Bush	Cucurbita pepo	"NA"	NA	Cultivar	Africa
India	PI_216032	13764	Cucurbita pepo	Summer squash type. Market, Delhi.	NA	Landrace	Asia
India	PI_165992	Kadu	Cucurbita pepo	Kadu = pumpkin/squash.	NA	Landrace	Asia
India	PI_615151	Chappankaddu	Cucurbita pepo	(Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia
India	PI_431582	Pusa Alankar	Cucurbita pepo	"NA"	NA	Cultivated material	Asia
India	PI_274787	Yellow Round	Cucurbita pepo	"NA"	NA	Landrace	Asia
India	PI_163232	Gangeri	Cucurbita pepo	Cushaw. Received as Cucurbita moschata, reidentified per QS 37 12/69.	NA	Landrace	Asia
India	PI_615149	Chappankaddu	Cucurbita pepo	(Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia
India	PI_615150	Chappankaddu	Cucurbita pepo	(Kadoo, Kadu, Kaddu = pumpkin/squash.)	NA	Landrace	Asia
India	PI_615140	14-6-7	Cucurbita pepo	Highly resistant to Red Pumpkin Beetle (Aulacophora foveicollis).	NA	Uncertain improvement status	Asia
India	PI_175130	Kadu	Cucurbita pepo	Kadu = pumpkin/squash.	NA	Landrace	Asia
Greece	PI_212060	NA	Cucurbita pepo	"NA"	NA	Uncertain improvement status	Europe
Greece	PI_169418	Kabak Girit	Cucurbita pepo	Kabak = pumpkin/squash.  Seed Store, Manisa.  Originally from Crete.	NA	Landrace	Europe
Greece	PI_491202	WP 120	Cucurbita pepo	Zucchini type.	NA	Cultivated material	Europe
Greece	PI_212214	NA	Cucurbita pepo	"NA"	NA	Uncertain improvement status	Europe
Greece	PI_491201	Combocolokitho	Cucurbita pepo	Semi-bush, zucchini type. Skin light. Yield high.	NA	Cultivated material	Europe
Iraq	PI_179273	9885	Cucurbita pepo	"""SD BORNE SMV"" was in Accession Name field.  Market, Baghdad, Iraq."	NA	Landrace	Arab States
Lebanon	PI_181763	Courge	Cucurbita pepo	Fruit white.	NA	Landrace	Arab States
Lebanon	PI_181758	9917	Cucurbita pepo	"NA"	NA	Landrace	Arab States
Lebanon	PI_181764	Courge	Cucurbita pepo	"NA"	NA	Landrace	Arab States
Lebanon	PI_181760	9947	Cucurbita pepo	"NA"	NA	Landrace	Arab States
Lebanon	PI_293433	NA	Cucurbita pepo	"NA"	NA	Uncertain improvement status	Arab States
Lebanon	PI_181761	9954	Cucurbita pepo	"NA"	NA	Landrace	Arab States
Lebanon	PI_181759	Ikriki	Cucurbita pepo	"NA"	NA	Landrace	Arab States
Egypt	PI_525182	Eskanderani (from Niagara)	Cucurbita pepo	"NA"	NA	Landrace	Africa
Egypt	PI_525181	Eskanderani	Cucurbita pepo	"NA"	NA	Cultivar	Africa
Egypt	PI_525179	Alexandria	Cucurbita pepo	"NA"	NA	Landrace	Africa
Egypt	PI_525169	54	Cucurbita pepo	Local type	NA	Landrace	Africa
